序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
17,002342,巨力索具,15.59,10.02,1.42,2726427.0,4158828044.98,7.69,15.59,14.5,14.5,14.17,1.49,28.56,858.34,6.13,14966400000.0,14883617100.0,0.0,0.0,68.0,69.46
18,002213,大为股份,32.51,10.02,2.96,650266.0,2082697509.3,7.95,32.51,30.16,30.16,29.55,2.97,31.48,-494.22,14.18,7720634749.0,6715170801.0,0.0,0.0,14.88,25.13
19,605056,咸亨国际,29.32,10.02,2.67,183023.0,518823980.0,10.66,29.32,26.48,26.65,26.65,1.38,4.54,70.22,7.17,12003408624.0,11827488624.0,0.0,0.0,75.46,78.56
20,603958,哈森股份,22.28,10.02,2.03,128919.0,277251318.0,11.41,22.28,19.97,20.1,20.25,1.6,5.88,-198.41,7.1,4887340800.0,4887340800.0,0.0,0.0,66.39,67.52
21,603773,沃格光电,39.22,10.01,3.57,225722.0,866398925.0,8.78,39.22,36.09,36.22,35.65,2.79,10.05,-98.75,7.55,8814170746.0,8811111586.0,0.0,0.0,10.79,10.85
22,601811,新华文轩,15.93,10.01,1.45,256561.0,390035642.0,9.88,15.93,14.5,15.0,14.48,5.36,3.24,12.53,1.29,19655087130.0,12615029127.0,0.0,0.0,16.36,18.7
23,002824,和胜股份,22.97,10.01,2.09,276352.0,620204180.83,11.21,22.97,20.63,20.8,20.88,2.17,12.56,53.46,3.16,7147777909.0,5053426186.0,0.0,0.0,19.45,18.4
24,000070,特发信息,20.88,10.01,1.9,1862159.0,3590593320.53,14.65,20.88,18.1,18.67,18.98,1.14,20.95,1763.28,12.47,18799198589.0,18555614430.0,0.0,0.0,74.73,77.85
25,002580,圣阳股份,17.25,10.01,1.57,1136714.0,1824513315.28,14.22,17.25,15.02,15.5,15.68,0.92,25.13,36.67,3.36,7829240129.0,7802844300.0,0.0,0.0,34.03,38.67
26,601869,长飞光纤,398.31,10.0,36.21,214583.0,8098605833.0,12.51,398.31,353.0,354.86,362.1,1.13,5.28,405.24,23.89,329762883567.0,161848613849.0,0.0,0.0,249.64,242.31
27,002636,金安国纪,37.19,10.0,3.38,629186.0,2294791919.97,10.26,37.19,33.72,33.85,33.81,1.3,8.69,117.42,7.77,27074320000.0,26937290358.0,0.0,0.0,118.89,122.56
28,002718,友邦吊顶,76.11,10.0,6.92,24701.0,181571931.8,11.72,76.11,68.0,68.85,69.19,0.73,2.63,796.44,10.72,9852274265.0,7152880515.0,0.0,0.0,75.05,111.77
29,002384,东山精密,131.9,10.0,11.99,936590.0,12250396662.58,4.83,131.9,126.11,128.0,119.91,1.91,6.76,181.76,11.38,241589033471.0,182855835264.0,0.0,0.0,61.86,55.82
30,603507,振江股份,46.21,10.0,4.2,177322.0,786937687.0,10.26,46.21,41.9,42.0,42.01,1.32,9.76,76.45,3.39,8516563396.0,8399698306.0,0.0,0.0,58.8,75.64
31,603950,长源东谷,44.88,10.0,4.08,7473.0,33538824.0,0.0,44.88,44.88,44.88,40.8,0.1,0.23,37.4,4.83,14546990304.0,14523473184.0,0.0,0.0,54.23,55.03
32,600594,益佰制药,5.06,10.0,0.46,761850.0,377500878.0,9.78,5.06,4.61,4.61,4.6,0.47,9.62,-34.72,1.67,4007152644.0,4007152644.0,0.0,0.0,21.63,27.14
33,002536,飞龙股份,33.56,10.0,3.05,667560.0,2170087970.4,8.55,33.56,30.95,30.95,30.51,2.85,12.26,60.87,5.52,19289814401.0,18270100077.0,0.0,0.0,13.15,13.0
34,002281,光迅科技,108.09,10.0,9.83,891018.0,9380866707.99,12.21,108.09,96.09,96.13,98.26,1.46,11.43,90.96,8.92,87193582034.0,84253707734.0,0.0,0.0,55.57,54.52
35,603306,华懋科技,97.06,10.0,8.82,219418.0,2059489182.0,9.98,97.06,88.25,89.2,88.24,1.81,6.66,139.05,10.31,31980769656.0,31980769656.0,0.0,0.0,54.09,54.04
36,603929,亚翔集成,198.99,10.0,18.09,60091.0,1145013453.0,12.65,198.99,176.1,177.29,180.9,1.55,2.82,47.59,18.43,42456506400.0,42456506400.0,0.0,0.0,72.2,108.37
37,002975,博杰股份,86.9,10.0,7.9,114849.0,982113708.8,6.51,86.9,81.76,83.21,79.0,2.61,10.85,95.2,6.09,13930295332.0,9199145362.0,0.0,0.0,8.1,12.99
38,002947,恒铭达,65.34,10.0,5.94,309215.0,1984812056.38,12.34,65.34,58.01,58.5,59.4,2.8,16.05,31.47,5.37,16740718014.0,12586675112.0,0.0,0.0,28.29,25.61
39,600337,美克家居,2.86,10.0,0.26,1413879.0,401302603.0,3.46,2.86,2.77,2.8,2.6,5.23,9.84,-14.01,1.64,4109814672.0,4109814672.0,0.0,0.0,-18.98,-2.05
40,603216,梦天家居,36.52,10.0,3.32,58641.0,205955553.0,12.11,36.52,32.5,33.33,33.2,3.08,2.63,108.33,4.54,8132638800.0,8132638800.0,0.0,0.0,-15.7,-22.3
41,002150,正泰电源,32.78,10.0,2.98,402642.0,1254120325.8,12.65,32.78,29.01,29.5,29.8,1.73,11.23,64.89,5.88,11829279362.0,11753104379.0,0.0,0.0,62.44,63.08
42,605318,法狮龙,93.17,10.0,8.47,77726.0,708398197.0,7.27,93.17,87.01,87.01,84.7,2.96,6.18,-6097.86,18.13,11714173539.0,11714173539.0,0.0,0.0,46.68,42.96
43,002025,航天电器,78.22,10.0,7.11,268439.0,2045586295.04,11.01,78.22,70.39,70.39,71.11,0.92,5.91,194.83,5.39,35623420781.0,35501813008.0,0.0,0.0,37.59,56.03
44,600707,彩虹股份,6.38,10.0,0.58,469681.0,297063846.0,5.69,6.38,6.05,6.05,5.8,2.8,1.31,45.26,1.05,22893926490.0,22889332890.0,0.0,0.0,-9.5,-1.69
45,002635,安洁科技,15.75,9.99,1.43,367508.0,556980716.93,11.94,15.75,14.04,14.12,14.32,2.1,9.29,93.43,1.78,10390066722.0,6229646467.0,0.0,0.0,12.18,13.64
46,603757,大元泵业,54.16,9.99,4.92,291444.0,1495413250.0,12.33,54.16,48.09,48.88,49.24,1.84,15.62,69.82,4.79,10103399547.0,10103399547.0,0.0,0.0,20.54,22.01
47,600619,海立股份,18.38,9.99,1.67,491227.0,875522597.0,11.73,18.38,16.42,16.5,16.71,2.96,6.22,274.68,3.22,19728070182.0,14505032787.0,0.0,0.0,-14.27,-12.89
48,603121,华培动力,21.57,9.99,1.96,120597.0,249728836.0,11.17,21.57,19.38,19.56,19.61,0.99,3.56,199.03,6.13,7302172233.0,7302172233.0,0.0,0.0,3.01,1.94
49,002039,黔源电力,21.25,9.99,1.93,307096.0,632817567.12,8.9,21.25,19.53,19.53,19.32,1.99,7.18,15.14,2.05,9085610178.0,9085584678.0,0.0,0.0,16.76,16.95
50,600330,天通股份,19.7,9.99,1.79,1004147.0,1881494933.0,11.56,19.7,17.63,17.63,17.91,0.77,8.14,317.95,3.03,24298657995.0,24298657995.0,0.0,0.0,55.85,50.04
51,600345,长江通信,49.42,9.99,4.49,240379.0,1141503376.0,11.4,49.42,44.3,44.3,44.93,1.2,11.36,734.38,4.63,16289431563.0,10455260458.0,0.0,0.0,42.05,42.59
52,002843,泰嘉股份,25.0,9.99,2.27,247557.0,600180818.84,10.12,25.0,22.7,22.81,22.73,1.35,9.87,81.53,4.45,6293439050.0,6269814050.0,0.0,0.0,23.33,24.75
53,002364,中恒电气,31.93,9.99,2.9,74470.0,237783348.6,0.0,31.93,31.93,31.93,29.03,0.24,1.33,185.96,7.44,17994629173.0,17820253057.0,0.0,0.0,16.11,20.76
54,603777,来伊份,15.43,9.98,1.4,88621.0,136742234.0,0.0,15.43,15.43,15.43,14.03,0.93,2.65,-30.88,3.26,5160164881.0,5160164881.0,0.0,0.0,11.49,12.38
55,603863,松炀资源,20.6,9.98,1.87,133782.0,269164361.0,10.41,20.6,18.65,18.67,18.73,0.9,6.54,-36.45,11.58,4215790000.0,4215790000.0,0.0,0.0,4.89,3.26
56,601133,柏诚股份,24.68,9.98,2.24,387876.0,922303890.0,13.06,24.68,21.75,22.44,22.44,1.08,25.96,73.51,4.45,13031494704.0,3686864842.0,0.0,0.0,42.33,60.26
57,000586,汇源通信,25.12,9.98,2.28,535423.0,1336684862.13,3.81,25.12,24.25,25.0,22.84,8.76,27.68,246.85,14.35,4859212800.0,4859212800.0,0.0,0.0,89.87,85.66
58,603808,歌力思,11.36,9.97,1.03,158198.0,171091642.0,11.13,11.36,10.21,10.26,10.33,1.7,4.29,27.7,1.61,4192895094.0,4192895094.0,0.0,0.0,33.02,33.33
59,300547,川环科技,41.41,9.96,3.75,415726.0,1687481137.76,15.72,42.83,36.91,36.91,37.66,2.17,23.33,49.17,7.03,8982084665.0,7380239152.0,0.07,0.41,5.94,5.1
60,000990,诚志股份,11.04,9.96,1.0,1326063.0,1419485581.43,9.76,11.04,10.06,10.18,10.04,2.41,10.91,97.14,0.75,13416222386.0,13416212450.0,0.0,0.0,36.63,39.39
61,301123,奕东电子,65.2,9.75,5.79,283041.0,1855146498.1,16.45,69.67,59.9,60.17,59.41,3.65,12.12,400.04,5.26,15298528000.0,15230720000.0,0.0,-0.08,-9.82,-11.36
62,300679,电连技术,44.07,9.74,3.91,657627.0,2859351003.3,10.03,45.0,40.97,41.0,40.16,4.7,18.3,37.67,3.72,18721817400.0,15840580074.0,-0.05,0.14,-14.04,-9.47
63,603061,金海通,315.18,9.63,27.68,43096.0,1295008588.0,14.83,316.25,273.6,276.55,287.5,2.21,7.18,107.13,11.71,18910800000.0,18910800000.0,0.69,0.58,85.53,124.49
64,605178,时空科技,79.1,9.59,6.92,81114.0,634356463.0,11.5,79.4,71.1,71.8,72.18,2.84,8.19,-50.6,6.41,7837228000.0,7837228000.0,-0.25,-0.38,41.6,52.73
65,301197,工大科雅,23.75,9.45,2.05,78130.0,176838946.5,14.47,23.99,20.85,21.58,21.7,2.45,7.18,-99.51,2.23,2862825000.0,2582794688.0,-0.21,0.3,13.53,13.96
66,301511,德福科技,44.99,9.23,3.8,518804.0,2261912325.69,12.55,45.77,40.6,40.85,41.19,1.84,13.85,319.38,6.98,28358186780.0,16854650984.0,-0.09,0.13,21.79,25.71
67,688125,安达智能,271.46,8.98,22.36,25718.0,676689411.0,17.34,280.0,236.8,250.0,249.1,3.21,3.15,-199.38,12.2,22294020600.0,22175495735.0,-0.78,-1.28,91.53,101.01
68,920663,明阳科技,17.35,8.98,1.43,54630.0,96181442.61,19.03,18.79,15.76,15.9,15.92,3.92,8.53,27.14,5.71,2317136049.0,1111727622.0,-0.06,-0.06,-3.88,-4.46
69,601677,明泰铝业,17.66,8.74,1.42,1622567.0,2839290439.0,4.74,17.86,17.09,17.1,16.24,6.21,13.32,11.11,1.15,21960627253.0,21509997033.0,-0.39,-0.56,16.03,19.41
70,300390,天华新能,62.0,8.73,4.98,1109110.0,7003236513.5,9.93,66.56,60.9,65.0,57.02,3.36,16.5,128.07,4.54,51506548856.0,41680590022.0,0.03,-0.11,11.03,13.53
71,688308,欧科亿,98.59,8.46,7.69,124207.0,1199704798.0,13.96,101.8,89.11,89.15,90.9,1.02,7.82,150.78,5.91,15654288592.0,15654288592.0,-0.41,1.0,202.42,211.6
72,603226,菲林格尔,39.92,8.39,3.09,79193.0,308116100.0,10.07,40.15,36.44,36.44,36.83,1.88,2.23,-293.87,15.62,14191231458.0,14191231458.0,0.0,0.23,26.53,26.25
73,301323,新莱福,68.03,8.36,5.25,66708.0,444547178.52,11.4,69.18,62.02,62.16,62.78,2.04,9.86,51.58,3.3,7183198581.0,4603791673.0,-0.1,-0.1,18.95,24.67
74,688313,仕佳光子,106.98,8.27,8.17,592664.0,6133907428.0,16.25,112.64,96.58,96.84,98.81,1.27,13.11,141.53,31.84,48353497369.0,48353497369.0,0.11,-0.53,23.63,20.5
75,688079,美迪凯,15.46,8.26,1.18,239763.0,362616672.0,11.27,15.68,14.07,14.07,14.28,1.97,5.93,-40.64,4.98,6361344412.0,6250559289.0,-0.26,-0.13,32.93,36.57
76,300147,ST香雪,10.78,8.23,0.82,305818.0,320146912.39,13.76,11.19,9.82,9.9,9.96,1.98,4.65,-14.77,10.29,7128588105.0,7086754245.0,0.0,0.09,18.2,18.46
77,301362,民爆光电,136.2,8.1,10.2,75565.0,1004285136.97,11.27,139.8,125.6,125.98,126.0,2.05,25.47,71.21,5.72,14256054000.0,4041054000.0,0.1,0.07,225.14,227.48
78,603334,丰倍生物,56.77,8.03,4.22,41208.0,227946658.0,8.13,57.27,53.0,53.0,52.55,3.14,13.27,57.96,4.8,8146495000.0,1762914462.0,-0.02,0.02,31.72,35.81
79,300077,国民技术,22.34,8.03,1.66,1077899.0,2383205182.48,14.56,23.32,20.31,20.36,20.68,3.62,19.03,-131.26,14.16,15149350478.0,12651765286.0,0.09,0.09,5.93,10.48
80,605005,合兴股份,21.17,8.01,1.57,167924.0,349696632.0,10.97,21.56,19.41,19.63,19.6,4.96,4.19,41.71,4.16,8489170000.0,8489170000.0,-0.05,-0.61,10.15,10.38
81,301070,开勒股份,98.5,8.0,7.3,205691.0,2088857291.69,13.23,107.37,95.3,104.9,91.2,3.83,34.65,308.22,11.3,8887639240.0,5846447800.0,-0.25,-0.12,49.27,60.03
82,688312,燕麦科技,60.78,7.9,4.45,136950.0,820710616.0,16.86,64.4,54.9,55.0,56.33,1.81,9.39,64.5,5.81,8859974508.0,8859974508.0,0.07,-0.03,74.3,83.18
83,600791,京能置业,13.54,7.89,0.99,471733.0,624804845.0,11.31,13.81,12.39,12.5,12.55,1.57,10.43,-17.16,15.54,6131995200.0,6124327444.0,0.15,0.37,191.81,189.32
84,002008,大族激光,76.36,7.85,5.56,664940.0,4969879282.44,10.37,77.88,70.54,71.0,70.8,1.96,6.95,68.3,4.63,78620516235.0,73055446244.0,-0.05,-0.08,79.46,85.38
85,300782,卓胜微,97.53,7.58,6.87,468694.0,4449105499.9,13.57,101.18,88.88,90.03,90.66,2.17,10.46,-194.66,5.27,52173010101.0,43717580626.0,-0.02,0.28,21.07,19.7
86,301053,远信工业,53.78,7.56,3.78,102461.0,542547222.45,6.64,54.32,51.0,51.0,50.0,1.01,12.05,252.13,6.66,4945880819.0,4574699380.0,-0.04,-0.35,52.01,52.35
87,688001,华兴源创,41.9,7.55,2.94,142101.0,575120704.0,10.42,42.41,38.35,38.76,38.96,1.64,3.2,231.2,5.41,18624124422.0,18624124422.0,0.1,0.17,35.73,38.83
88,301265,华新环保,22.02,7.41,1.52,183506.0,395329457.86,12.1,22.68,20.2,21.5,20.5,1.9,10.81,117.53,3.2,6671469468.0,3738933309.0,0.09,-0.05,63.47,58.3
89,600498,烽火通信,54.95,7.22,3.7,1414581.0,7372283477.0,10.3,54.98,49.7,51.2,51.25,1.33,11.12,109.18,4.68,74631303136.0,69875599007.0,0.0,1.89,55.75,71.29
90,920438,戈碧迦,40.85,7.22,2.75,62665.0,252465222.1,10.24,41.5,37.6,38.0,38.1,2.52,4.5,209.51,5.91,5942653750.0,5694246943.0,0.0,0.1,3.39,1.74
91,688268,华特气体,102.1,7.09,6.76,154975.0,1601039107.0,11.14,108.22,97.6,97.6,95.34,1.38,12.92,90.52,6.64,12251630092.0,12243359992.0,-0.08,-0.43,63.49,77.91
92,603112,华翔股份,19.01,7.04,1.25,328831.0,620205807.0,4.56,19.11,18.3,18.56,17.76,5.15,6.47,18.4,2.36,10264666233.0,9656258673.0,0.0,-0.11,9.82,9.44
93,300626,华瑞股份,27.08,6.99,1.77,198911.0,534044853.77,12.29,27.87,24.76,25.44,25.31,1.1,11.06,267.69,9.21,4874400000.0,4871733297.0,-0.59,-0.33,88.58,70.21
94,603158,腾龙股份,13.16,6.99,0.86,874403.0,1134744025.0,7.56,13.43,12.5,12.7,12.3,2.23,17.82,33.92,2.78,6458535148.0,6458535148.0,-0.08,0.3,24.03,24.15
95,688383,新益昌,95.19,6.99,6.22,30491.0,287240229.0,10.35,97.4,88.19,88.19,88.97,1.09,3.0,-72.81,7.83,9675730335.0,9675730335.0,-0.43,-0.21,17.81,21.62
96,688002,睿创微纳,116.01,6.98,7.57,132049.0,1519898623.0,7.27,117.53,109.65,109.65,108.44,2.0,2.84,47.89,8.29,53858553295.0,53858553295.0,0.22,0.16,16.82,15.09
97,301205,联特科技,248.39,6.88,16.0,136483.0,3364268353.83,9.51,253.68,231.58,232.6,232.39,1.36,16.36,295.5,20.32,32227112160.0,20716895917.0,-0.12,0.24,50.71,47.4
98,600218,全柴动力,9.98,6.85,0.64,316189.0,308114946.0,9.96,10.13,9.2,9.24,9.34,4.2,7.26,67.44,1.34,4347287192.0,4347287192.0,0.1,0.1,-5.04,-2.73
99,002273,水晶光电,30.11,6.85,1.93,1496376.0,4455606087.32,8.23,30.55,28.23,28.58,28.18,1.79,10.98,31.94,4.37,41871936174.0,41016198924.0,0.03,0.07,15.14,19.86
100,603182,嘉华股份,17.35,6.83,1.11,245034.0,425802385.0,7.94,17.86,16.57,17.86,16.24,7.5,14.89,26.06,2.61,2854942500.0,2854942500.0,0.41,1.11,10.65,9.67
101,688403,汇成股份,15.99,6.81,1.02,890422.0,1406165101.0,15.1,16.84,14.58,14.7,14.97,2.95,9.56,96.22,3.95,14888331645.0,14888331645.0,0.0,0.0,-3.03,-2.38
102,601069,西部黄金,35.43,6.72,2.23,541621.0,1886253089.0,7.98,35.96,33.31,33.31,33.2,5.09,6.1,68.39,6.82,32276698928.0,31433086535.0,0.0,0.08,24.75,32.8
103,600769,祥龙电业,14.8,6.71,0.93,221264.0,325175292.0,10.45,15.2,13.75,13.92,13.87,2.18,5.9,241.85,46.18,5549662560.0,5549662560.0,0.07,-0.13,11.36,22.92
104,002806,华锋股份,14.34,6.7,0.9,229706.0,322650517.82,11.68,14.78,13.21,13.4,13.44,2.0,13.19,-230.21,2.65,3046951570.0,2496677674.0,-0.49,-0.42,13.18,15.09
105,603588,高能环境,18.45,6.65,1.15,1812508.0,3247340116.0,9.02,18.66,17.1,17.3,17.3,1.9,11.9,11.66,2.74,28103675732.0,28103675732.0,-0.11,0.33,124.45,138.99
106,000573,粤宏远Ａ,4.58,6.51,0.28,680875.0,306164986.3,7.21,4.6,4.29,4.32,4.3,3.69,10.76,29.55,1.78,2923325166.0,2898978871.0,0.22,0.0,11.44,10.9
107,300389,艾比森,19.13,6.4,1.15,207627.0,389533566.82,8.84,19.3,17.71,17.89,17.98,1.39,9.46,28.03,4.31,7060889064.0,4197837539.0,0.0,-0.05,11.29,17.87
108,000795,英洛华,9.6,6.31,0.57,656150.0,632397507.49,11.18,9.93,8.92,9.0,9.03,7.03,5.79,43.54,4.11,10883367389.0,10883351194.0,-0.1,-0.1,-5.14,-3.71
109,301396,宏景科技,203.3,6.3,12.05,160229.0,3175356125.89,12.28,207.5,184.02,188.04,191.25,1.24,21.06,217.71,24.21,31210117305.0,15467282344.0,0.05,0.02,198.44,206.64
110,300696,爱乐达,30.07,6.25,1.77,109719.0,323541655.73,10.0,30.59,27.76,27.96,28.3,2.86,4.13,141.42,4.66,8815110199.0,7995211295.0,0.1,-0.3,-3.71,-5.77
111,002491,通鼎互联,16.14,6.18,0.94,3792356.0,5749294204.46,14.87,16.66,14.4,15.59,15.2,2.18,32.24,-227.43,8.0,19852111230.0,18988207578.0,-0.12,-0.55,162.01,169.0
112,920223,荣亿精密,16.77,6.14,0.97,64453.0,108199414.43,13.86,17.77,15.58,15.69,15.8,4.27,7.9,-139.39,10.82,2637669450.0,1368159488.0,0.24,0.42,-28.27,-25.1
113,002631,德尔未来,7.27,6.13,0.42,408920.0,290140843.56,10.66,7.44,6.71,6.91,6.85,2.08,5.15,-61.31,2.65,5796246545.0,5769270999.0,-0.14,-0.41,23.01,21.57
114,300776,帝尔激光,80.76,6.12,4.66,143623.0,1160357610.85,10.37,83.68,75.79,75.85,76.1,3.19,8.54,42.62,5.87,22128798052.0,13574521906.0,0.1,0.09,24.9,29.96
115,300998,宁波方正,24.91,6.09,1.43,69177.0,169494003.41,7.79,25.13,23.3,23.42,23.48,2.52,6.42,-116.06,2.71,3416885519.0,2682323248.0,0.16,0.16,14.0,13.69
116,002969,嘉美包装,24.59,6.08,1.41,809771.0,1969034189.23,8.63,24.98,22.98,22.98,23.18,1.36,7.41,517.34,10.2,27012009509.0,26859385576.0,0.0,0.08,63.17,94.23
117,603619,中曼石油,35.6,6.05,2.03,416082.0,1431543330.0,7.15,35.85,33.45,33.91,33.57,1.22,9.0,27.23,3.78,16459249212.0,16459249212.0,-0.11,0.0,51.42,54.45
118,300790,宇瞳光学,30.13,6.02,1.71,697677.0,2111480152.91,7.74,31.2,29.0,29.0,28.42,3.52,21.49,44.98,4.35,11272204898.0,9780906447.0,-0.13,0.13,-3.8,0.74
119,603909,建发合诚,12.32,6.02,0.7,183305.0,218474374.0,9.04,12.46,11.41,11.57,11.62,4.24,7.03,29.41,2.78,3211493085.0,3211493085.0,-0.08,0.0,9.8,9.12
120,300747,锐科激光,32.46,6.01,1.84,419176.0,1339380561.09,9.47,33.0,30.1,30.32,30.62,1.93,8.23,109.56,5.33,18229536000.0,16531022419.0,0.03,0.03,8.45,20.22
121,688156,路德科技,24.04,6.0,1.36,50669.0,118559417.0,10.32,24.7,22.36,22.82,22.68,1.06,5.03,-34.43,3.18,2421168334.0,2421168334.0,-0.08,0.25,46.67,50.16
122,688667,菱电电控,116.6,6.0,6.6,20576.0,232416536.0,8.82,116.7,107.0,108.98,110.0,1.39,3.9,45.3,3.44,6144290286.0,6144290286.0,0.08,0.11,63.72,65.58
123,300599,雄塑科技,10.25,6.0,0.58,176207.0,176227976.64,6.93,10.29,9.62,9.72,9.67,2.06,8.3,-130.91,1.85,3670848562.0,2176494656.0,0.0,0.1,13.38,25.77
124,603629,利通电子,74.62,5.99,4.22,431524.0,3210721962.0,7.91,76.99,71.42,71.42,70.4,1.33,16.8,67.98,10.38,19574318400.0,19166296240.0,-0.01,0.03,168.8,180.0
125,600151,航天机电,13.93,5.93,0.78,1614915.0,2261151842.0,12.47,14.47,12.83,13.0,13.15,4.74,11.26,-44.89,4.51,19979134358.0,19979134358.0,0.07,0.14,-29.33,-20.63
126,301387,光大同创,63.3,5.92,3.54,53586.0,333716393.42,9.64,64.18,58.42,59.36,59.76,2.78,12.55,179.94,4.1,6757098013.0,2701917709.0,-0.19,-0.25,13.14,14.26
127,001256,炜冈科技,24.0,5.87,1.33,79806.0,187533100.92,7.15,24.13,22.51,22.65,22.67,1.91,7.46,31.65,2.83,3422701392.0,2565901392.0,0.0,0.0,10.6,7.43
128,301517,陕西华达,59.29,5.86,3.28,129679.0,768596238.18,11.77,61.48,54.89,55.43,56.01,4.11,13.21,-470.1,6.69,8966864260.0,5819733273.0,-0.02,0.03,-18.78,-14.67
129,002655,共达电声,21.16,5.85,1.17,706059.0,1492954509.69,12.76,21.99,19.44,19.6,19.99,1.6,19.52,90.99,10.43,7657636307.0,7655543054.0,0.0,0.57,62.77,63.78
130,300868,杰美特,57.27,5.82,3.15,63074.0,358993492.32,12.16,59.88,53.3,53.74,54.12,1.35,7.81,-218.77,4.86,7327811040.0,4625325702.0,-0.24,-0.09,79.81,80.66
131,688345,博力威,51.79,5.82,2.85,81980.0,416625005.0,11.46,53.59,47.98,48.5,48.94,1.5,8.2,93.75,4.67,5238532605.0,5179000000.0,0.14,0.45,56.99,65.99
132,300938,信测标准,40.57,5.79,2.22,143887.0,575705027.29,8.5,41.0,37.74,38.36,38.35,2.21,6.81,50.31,5.3,9878646838.0,8574310790.0,-0.05,-0.1,25.14,24.45
133,688025,杰普特,275.6,5.76,15.01,59318.0,1567649549.0,8.12,276.5,255.33,257.05,260.59,0.88,6.24,93.96,11.4,26195620979.0,26195620979.0,0.0,0.25,101.05,94.67
134,000823,超声电子,14.43,5.64,0.77,534418.0,768573488.87,10.83,14.85,13.37,13.41,13.66,2.76,9.95,34.83,1.63,7748932973.0,7748604777.0,-0.07,-0.14,3.89,6.42
135,688450,光格科技,38.78,5.64,2.07,34776.0,135555826.0,10.13,40.31,36.59,36.72,36.71,2.22,7.11,-39.43,2.73,2559480000.0,1897531460.0,0.13,0.73,38.6,40.61
