序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
34,002565,顺灏股份,9.97286319732666,16.21,40.78 亿,171.82 亿,171.82 亿,24.783660888671875,176087025,104306,111130,1,2/2,2,包装印刷
35,301428,世纪恒通,19.993968963623047,39.79,7.43 亿,24.35 亿,39.26 亿,32.377525329589844,89871842,110018,110018,0,1/1,1,通信服务
36,603052,可川科技,9.996535301208496,63.49,10.57 亿,119.30 亿,119.30 亿,9.311004638671875,26896713,110138,135929,2,3/2,1,消费电子
37,603687,大胜达,10.049751281738281,11.06,3.83 亿,60.83 亿,60.83 亿,6.516626834869385,74447072,111351,111351,0,1/1,1,包装印刷
38,600513,联环药业,9.980430603027344,22.48,3.29 亿,64.17 亿,64.17 亿,5.345705509185791,117302865,111504,111504,0,1/1,1,化学制药
39,001389,广合科技,10.0,119.68,10.57 亿,181.81 亿,510.37 亿,6.03224515914917,127802681,111754,111754,0,1/1,1,元件
40,301306,西测测试,20.001829147338867,131.21,16.77 亿,76.50 亿,110.74 亿,23.6532039642334,94025086,111836,130027,1,1/1,1,军工电子
41,603881,数据港,9.9943208694458,38.74,27.69 亿,278.30 亿,278.30 亿,10.223963737487793,322220221,130045,131215,2,1/1,1,通信服务
42,300571,平治信息,19.98638153076172,35.24,6.88 亿,40.75 亿,49.17 亿,18.031831741333008,143194216,130315,130315,0,1/1,1,通信服务
43,603311,金海高科,9.974746704101562,17.42,1.91 亿,41.09 亿,41.09 亿,4.7743401527404785,67101840,131416,131416,0,1/1,1,家电零部
44,688328,深科达,20.00478744506836,50.15,5.53 亿,47.37 亿,47.37 亿,12.343547821044922,71135417,131644,131644,0,1/1,1,专用设备
45,603220,中贝通信,10.019960403442383,27.56,14.71 亿,119.68 亿,147.82 亿,12.731568336486816,85569886,132157,133645,2,1/1,1,通信服务
46,603615,茶花股份,10.026385307312012,20.85,1.35 亿,50.42 亿,50.42 亿,2.7782578468322754,25858170,132350,132350,0,1/1,1,家居用品
47,600602,云赛智联,10.024331092834473,22.61,24.56 亿,242.90 亿,309.23 亿,10.46315860748291,106481795,132544,134156,2,1/1,1,软件开发
48,002432,九安医疗,10.0,59.95,22.18 亿,262.83 亿,278.75 亿,8.787406921386719,213423258,132618,132618,0,1/1,1,医疗器械
49,001400,江顺科技,9.997638702392578,139.73,2.94 亿,20.96 亿,83.84 亿,14.73666000366211,95631351,133706,133706,0,1/1,1,专用设备
50,603189,网达软件,10.027397155761719,20.08,3.68 亿,54.13 亿,54.13 亿,6.995150089263916,27089928,134021,134648,1,1/1,1,软件开发
51,603016,新宏泰,10.006353378295898,34.63,1.63 亿,51.31 亿,51.31 亿,3.2862863540649414,23745791,135226,141502,3,1/1,1,电网设备
52,301128,强瑞技术,20.0,130.02,16.84 亿,114.72 亿,134.49 亿,16.045808792114258,85185333,140809,140809,0,1/1,1,专用设备
53,603115,海星股份,10.003334045410156,32.99,3.20 亿,79.80 亿,79.80 亿,4.223975658416748,89086196,141025,141025,0,1/1,1,元件
54,600590,泰豪科技,9.97150993347168,15.44,14.09 亿,130.25 亿,131.68 亿,11.425671577453613,193431733,143650,143650,0,1/1,1,军工电子
55,603618,杭电股份,10.021905899047852,20.09,14.81 亿,138.90 亿,138.90 亿,11.194405555725098,69200005,144016,144016,0,1/1,1,电网设备
56,301191,菲菱科思,19.996248245239258,127.94,8.28 亿,66.78 亿,88.72 亿,13.596240997314453,71005420,145506,145506,0,1/1,1,通信设备
57,300042,朗科科技,20.0,61.08,29.32 亿,122.39 亿,122.40 亿,25.48843002319336,97148289,145512,145512,0,3/2,1,计算机设
