序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
13,300857,协创数据,280.69,12.46,31.09,407281.0,11215145367.98,7.89,288.68,268.98,280.19,249.6,2.46,11.84,83.44,22.13,97152638651.0,96554642640.0,-0.02,0.24,47.75,66.4
14,301631,壹连科技,102.99,12.19,11.19,56391.0,563643275.07,17.57,108.0,91.87,93.6,91.8,5.68,18.37,31.92,3.77,9414787594.0,3162359239.0,0.03,0.02,-1.78,-0.54
15,300798,锦鸡股份,11.18,11.58,1.16,755947.0,806726042.92,18.86,11.58,9.69,10.12,10.02,2.28,19.82,-258.28,3.12,5241911516.0,4264236135.0,1.36,0.54,44.44,57.24
16,300444,双杰电气,15.37,10.97,1.52,1359746.0,2034934100.05,11.91,15.54,13.89,14.07,13.85,3.17,21.88,66.19,6.76,12274867633.0,9551635764.0,0.0,0.65,42.18,59.61
17,301232,飞沃科技,216.12,10.81,21.08,116785.0,2523457569.08,16.41,228.0,196.0,196.66,195.04,1.41,26.15,429.85,11.53,16244086434.0,9653489312.0,0.0,0.15,0.52,28.36
18,688802,沐曦股份-U,679.9,10.75,66.0,46520.0,3079180583.0,15.92,707.77,610.01,615.01,613.9,2.86,25.65,-344.58,20.66,272027990000.0,12332687743.0,0.0,-0.55,9.36,17.2
19,301055,张小泉,33.0,10.22,3.06,118121.0,376158287.63,12.02,33.1,29.5,30.38,29.94,1.07,7.57,101.67,7.87,5148000000.0,5148000000.0,-0.03,0.0,48.51,68.28
20,000785,居然智家,2.7,10.2,0.25,1315108.0,349311281.76,9.8,2.7,2.46,2.46,2.45,3.23,2.23,-16.83,0.88,16813031798.0,15923502353.0,0.0,0.0,-17.68,-7.53
21,002124,天邦食品,3.14,10.18,0.29,3894178.0,1211353414.14,8.42,3.14,2.9,2.99,2.85,5.17,19.74,20.16,1.77,6976872232.0,6193193595.0,0.0,0.0,14.18,14.6
22,002589,瑞康医药,3.59,10.12,0.33,939698.0,331610955.45,8.59,3.59,3.31,3.32,3.26,0.7,6.88,333.82,1.01,5401910591.0,4902473657.0,0.0,0.0,3.16,11.49
23,600572,康恩贝,4.8,10.09,0.44,2074866.0,966306007.0,10.32,4.8,4.35,4.37,4.36,5.81,8.2,15.64,1.72,12177096677.0,12144735782.0,0.0,0.0,5.96,7.62
24,000788,北大医药,6.77,10.08,0.62,1155943.0,741744970.57,11.06,6.77,6.09,6.21,6.15,1.19,19.4,22.25,2.5,4034834867.0,4034834867.0,0.0,0.0,6.28,13.97
25,002798,帝欧水华,6.67,10.07,0.61,202680.0,132362091.69,9.9,6.67,6.07,6.1,6.06,4.01,4.23,-19.47,1.8,3669684505.0,3197745074.0,0.0,0.0,3.73,16.4
26,605388,均瑶健康,7.33,10.06,0.67,395348.0,278189186.0,12.46,7.33,6.5,6.6,6.66,4.72,6.58,-1393.58,2.57,4401547720.0,4401547720.0,0.0,0.0,-5.17,-1.48
27,600267,海正药业,11.39,10.05,1.04,493332.0,548437452.0,9.57,11.39,10.4,10.4,10.35,2.88,4.12,9.6,1.53,13653890022.0,13653890022.0,0.0,0.0,8.06,15.17
28,002705,新宝股份,17.34,10.03,1.58,497067.0,834157500.79,10.34,17.34,15.71,16.11,15.76,2.41,6.15,14.05,1.63,14077926025.0,14012512956.0,0.0,0.0,19.42,21.6
29,603815,交建股份,6.36,10.03,0.58,217388.0,135433728.0,9.34,6.36,5.82,5.82,5.78,2.16,3.51,21.54,1.63,3936358135.0,3936358135.0,0.0,0.0,-18.67,-14.52
30,002787,华源控股,16.68,10.03,1.52,278814.0,456971191.84,9.89,16.68,15.18,15.18,15.16,0.99,11.11,49.27,3.02,5590745671.0,4184346702.0,0.0,0.0,34.52,33.98
31,002361,神剑股份,18.54,10.03,1.69,3087686.0,5460270542.24,11.51,18.54,16.6,16.85,16.85,1.18,38.16,436.15,7.97,17632188325.0,15001140123.0,0.0,0.0,10.36,29.29
32,001896,豫能控股,16.57,10.03,1.51,2662223.0,4219852282.59,15.74,16.57,14.2,15.06,15.06,1.89,17.45,64.77,7.21,25282196638.0,25282196638.0,0.0,0.0,175.71,218.65
33,001208,华菱线缆,21.4,10.03,1.95,445583.0,926643868.66,9.77,21.4,19.5,19.6,19.45,2.25,16.93,123.97,4.68,13660699245.0,5632699286.0,0.0,0.0,-31.08,-10.98
34,603327,福蓉科技,10.54,10.02,0.96,483027.0,501324804.0,9.71,10.54,9.61,9.61,9.58,0.97,4.62,101.37,5.26,11019141654.0,11019141654.0,0.0,0.0,-9.14,-2.95
35,603216,梦天家居,33.17,10.02,3.02,110908.0,356901801.0,10.85,33.17,29.9,30.26,30.15,1.4,4.98,98.4,4.12,7386627300.0,7386627300.0,0.0,0.0,-25.96,-29.43
36,600135,乐凯胶片,11.2,10.02,1.02,250434.0,272931151.0,10.61,11.2,10.12,10.18,10.18,1.24,4.53,-62.77,2.61,6197039509.0,6197039509.0,0.0,0.0,-8.72,8.53
37,605222,起帆电缆,25.8,10.02,2.35,235900.0,587966526.0,10.66,25.8,23.3,23.48,23.45,1.4,5.71,35.75,2.28,10652905837.0,10652905837.0,0.0,0.0,30.5,40.29
38,603063,禾望电气,38.03,10.01,3.46,664808.0,2503207812.0,7.0,38.03,35.61,35.61,34.57,1.62,14.49,85.33,3.34,17448201726.0,17448201726.0,0.0,0.0,14.65,15.0
39,002297,博云新材,14.62,10.01,1.33,98142.0,143482887.62,0.0,14.62,14.62,14.62,13.29,0.62,1.71,135.46,3.94,8378792454.0,8378792454.0,0.0,0.0,12.46,22.14
40,002580,圣阳股份,25.27,10.01,2.3,1079066.0,2708185811.96,3.44,25.27,24.48,24.48,22.97,0.79,23.86,53.71,4.93,11469269453.0,11430601476.0,0.0,0.0,90.43,103.14
41,002990,盛视科技,42.11,10.01,3.83,297255.0,1186953513.94,12.36,42.11,37.38,37.96,38.28,1.82,21.89,129.25,4.43,11026593531.0,5718479593.0,0.0,0.0,34.15,48.75
42,603629,利通电子,87.95,10.01,8.0,442209.0,3714265691.0,10.01,87.95,79.95,81.55,79.95,1.2,17.22,80.13,12.24,23071044000.0,22590133400.0,0.0,0.0,207.73,230.02
43,605366,宏柏新材,13.41,10.01,1.22,416025.0,536773093.0,10.91,13.41,12.08,12.2,12.19,1.26,5.36,-107.7,4.31,10407201957.0,10407201957.0,0.0,0.0,107.91,116.29
44,600605,汇通能源,32.33,10.0,2.94,189005.0,598343558.0,7.52,32.33,30.12,31.3,29.39,8.67,9.16,276.53,4.7,6669110930.0,6669110930.0,0.0,0.0,7.66,7.77
45,000026,飞亚达,17.82,10.0,1.62,366136.0,627411164.71,11.79,17.82,15.91,16.12,16.2,3.54,10.04,82.81,2.17,7230714605.0,6496472262.0,0.0,0.0,2.35,8.79
46,605289,罗曼股份,126.61,10.0,11.51,56828.0,698940492.0,10.09,126.61,115.0,115.0,115.1,0.95,5.25,253.79,10.49,13801439575.0,13716610875.0,0.0,0.0,69.45,92.53
47,605098,行动教育,60.15,10.0,5.47,21703.0,129416706.0,4.54,60.15,57.67,58.0,54.68,1.47,1.82,22.42,7.1,7172953665.0,7172953665.0,0.0,0.0,35.63,44.04
48,603773,沃格光电,49.52,10.0,4.5,188851.0,890186506.0,10.93,49.52,44.6,44.66,45.02,0.76,8.41,-124.68,9.54,11128958066.0,11125095506.0,0.0,0.0,32.02,39.97
49,603444,吉比特,393.34,10.0,35.76,37149.0,1443282591.0,6.53,393.34,369.99,369.99,357.58,1.99,5.16,15.8,5.14,28336646667.0,28336646667.0,0.0,0.0,-17.38,-7.2
50,002788,鹭燕医药,15.95,10.0,1.45,714580.0,1091815768.65,9.17,15.95,14.62,14.62,14.5,0.88,18.72,21.16,1.91,6196841939.0,6089611126.0,0.0,0.0,-41.53,-24.69
51,003036,泰坦股份,29.7,10.0,2.7,136174.0,388400895.6,13.3,29.7,26.11,26.76,27.0,0.83,6.3,114.38,4.64,6423635869.0,6423471034.0,0.0,0.0,84.82,91.86
52,603285,键邦股份,34.65,10.0,3.15,72168.0,246763113.0,9.81,34.65,31.56,31.99,31.5,2.59,11.58,38.89,3.31,5544000000.0,2158583427.0,0.0,0.0,36.69,42.24
53,603459,红板科技,68.4,10.0,6.22,256538.0,1710739823.0,12.98,68.4,60.33,60.36,62.18,0.5,32.45,95.5,19.29,51556745419.0,5407147087.0,0.0,0.0,286.44,286.44
54,603950,长源东谷,59.84,10.0,5.44,104532.0,619539134.0,5.39,59.84,56.91,57.66,54.4,0.76,3.23,49.86,6.44,19395987072.0,19364630912.0,0.0,0.0,89.01,106.7
55,603687,大胜达,18.04,10.0,1.64,210358.0,379485832.0,0.0,18.04,18.04,18.04,16.4,0.24,3.82,81.85,3.04,9922574827.0,9922574827.0,0.0,0.0,66.88,89.3
56,603150,万朗磁塑,57.53,10.0,5.23,34867.0,194104442.0,9.98,57.53,52.31,53.87,52.3,1.36,4.08,40.47,2.9,4917836990.0,4917836990.0,0.0,0.0,35.72,51.47
57,002468,申通快递,16.39,10.0,1.49,96875.0,158777403.84,0.0,16.39,16.39,16.39,14.9,0.41,0.66,18.33,2.29,25089847501.0,24047407443.0,0.0,0.0,19.81,22.13
58,600683,京投发展,9.91,9.99,0.9,293130.0,276090949.0,11.1,9.91,8.91,9.08,9.01,1.44,3.96,-14.73,-56.77,7341105986.0,7341105986.0,0.0,0.0,125.74,132.08
59,002824,和胜股份,29.62,9.99,2.69,341902.0,984461679.0,10.95,29.62,26.67,27.22,26.93,1.02,15.54,68.93,4.08,9217117182.0,6516433767.0,0.0,0.0,51.2,52.68
60,000919,金陵药业,8.26,9.99,0.75,743963.0,591954929.53,7.32,8.26,7.71,7.88,7.51,0.61,11.97,95.28,1.36,5137096601.0,5135793173.0,0.0,0.0,5.9,3.9
61,603890,春秋电子,18.71,9.99,1.7,675364.0,1239916516.0,9.23,18.71,17.14,17.14,17.01,1.59,15.12,27.14,2.74,8359785183.0,8359785183.0,0.0,0.0,14.57,16.0
62,603698,航天工程,39.53,9.99,3.59,210622.0,832099454.0,3.98,39.53,38.1,39.5,35.94,0.74,3.93,97.86,6.1,21187684700.0,21187684700.0,0.0,0.0,-18.33,2.01
63,605365,立达信,23.67,9.99,2.15,90641.0,212408048.0,9.62,23.67,21.6,21.6,21.52,1.08,1.81,70.01,3.19,11882644775.0,11882644775.0,0.0,0.0,-3.27,-10.54
64,002891,中宠股份,41.84,9.99,3.8,228182.0,926925528.23,9.99,41.84,38.04,38.04,38.04,2.61,7.09,30.31,4.4,13468201693.0,13468201693.0,0.0,0.0,-21.43,-19.17
65,000889,中嘉博创,4.74,9.98,0.43,3184177.0,1402350157.6,16.47,4.74,4.03,4.32,4.31,2.37,36.61,-113.45,62.53,4438019890.0,4123087464.0,0.0,0.0,20.3,31.67
66,002051,中工国际,11.9,9.98,1.08,1212659.0,1430293341.45,4.71,11.9,11.39,11.39,10.82,0.83,9.8,47.91,1.26,14725166350.0,14724318832.0,0.0,0.0,35.07,31.2
67,002980,华盛昌,70.54,9.98,6.4,259681.0,1821590733.85,4.13,70.55,67.9,68.43,64.14,1.51,25.61,154.41,12.38,13360357826.0,7152046650.0,1.35,0.58,214.77,234.79
68,600488,津药药业,6.84,9.97,0.62,2444698.0,1582721162.0,14.15,6.84,5.96,6.18,6.22,1.08,22.39,80.55,2.47,7468504891.0,7468504891.0,0.0,0.0,63.25,67.24
69,002033,丽江股份,9.94,9.96,0.9,727835.0,703301699.42,6.97,9.94,9.31,9.36,9.04,4.93,13.25,25.59,2.13,5461937667.0,5461832999.0,0.0,0.0,6.31,8.63
70,002498,汉缆股份,8.5,9.96,0.77,1734366.0,1449685230.09,9.83,8.5,7.74,7.78,7.73,1.78,5.21,47.74,3.17,28277766000.0,28277766000.0,0.0,0.0,111.44,121.93
71,002038,双鹭药业,8.07,9.95,0.73,1421984.0,1089549866.0,11.44,8.07,7.23,7.5,7.34,1.07,16.69,44.07,1.46,8290714500.0,6874941695.0,0.0,0.0,2.8,9.5
72,600594,益佰制药,4.76,9.93,0.43,1872961.0,855563592.0,12.47,4.76,4.22,4.4,4.33,1.58,23.65,-32.66,1.57,3769574424.0,3769574424.0,0.0,0.0,14.42,19.6
73,600664,哈药股份,4.44,9.9,0.4,4572963.0,1973541120.0,10.64,4.44,4.01,4.28,4.04,2.2,18.16,25.52,1.98,11182183849.0,11182183849.0,0.0,0.0,24.72,28.7
74,000078,海王生物,4.02,9.84,0.36,4701616.0,1832717795.0,11.48,4.03,3.61,3.68,3.66,1.59,17.9,308.63,5.8,10577115493.0,10558293375.0,0.0,1.01,8.36,16.18
75,300752,隆利科技,19.76,9.6,1.73,203932.0,392889346.25,11.26,20.07,18.04,18.34,18.03,3.82,12.97,73.1,3.71,4515139371.0,3107547508.0,0.2,0.36,2.6,8.27
76,300880,迦南智能,23.11,9.53,2.01,186314.0,417382356.18,13.13,23.88,21.11,21.16,21.1,3.33,9.55,49.56,4.3,4509622541.0,4509141575.0,-0.09,-0.04,22.79,31.46
77,601179,中国西电,17.7,9.26,1.5,4449445.0,7714583860.0,9.26,17.8,16.3,16.42,16.2,2.49,8.68,71.46,3.95,90728117630.0,90728117630.0,0.0,0.0,55.4,94.51
78,300088,长信科技,6.81,9.13,0.57,4163459.0,2944994382.99,12.02,7.46,6.71,6.88,6.24,7.89,16.75,44.68,1.95,17009565673.0,16926279836.0,0.0,0.15,4.13,12.38
79,301040,中环海陆,32.31,9.08,2.69,101824.0,323251289.83,12.83,33.59,29.79,29.8,29.62,1.73,10.79,-36.65,4.42,3231033796.0,3048905363.0,-0.12,0.03,0.47,13.81
80,002840,华统股份,13.68,8.92,1.12,858455.0,1154392754.11,10.03,13.82,12.56,12.56,12.56,1.44,10.78,115.89,2.73,10973636256.0,10897904241.0,-0.15,-0.15,39.59,42.2
81,603538,美诺华,55.5,8.91,4.54,699440.0,3752929490.0,11.54,56.06,50.18,50.91,50.96,1.03,32.35,95.68,5.45,12237075564.0,12000963024.0,-1.0,-1.0,162.16,188.46
82,920564,天润科技,26.01,8.83,2.11,50027.0,132530009.2,19.12,28.6,24.03,24.03,23.9,3.14,12.2,375.08,7.15,2317585182.0,1066168029.0,-0.08,-0.08,-25.54,14.38
83,300741,华宝股份,17.75,8.7,1.42,159867.0,285287404.78,17.82,19.11,16.2,16.32,16.33,4.85,2.6,130.45,1.61,10931870000.0,10931810538.0,0.0,-0.22,-8.03,-4.47
84,688658,悦康药业,20.61,8.59,1.63,228478.0,455715394.0,10.22,20.66,18.72,19.57,18.98,2.24,5.08,-35.35,2.8,9274500000.0,9274500000.0,0.05,0.78,-31.05,-8.85
85,300871,回盛生物,27.46,8.49,2.15,279142.0,758868651.42,13.67,28.62,25.16,25.5,25.31,3.06,13.83,22.12,2.64,5540998443.0,5540998443.0,-0.07,0.44,18.77,32.47
86,601133,柏诚股份,25.87,8.47,2.02,392674.0,991448083.0,9.9,26.24,23.88,23.88,23.85,0.95,7.49,77.05,4.67,13659836629.0,13565885067.0,0.08,1.02,54.72,67.99
87,920230,欧康医药,13.13,8.42,1.02,102315.0,129971651.49,9.41,13.31,12.17,12.38,12.11,1.39,21.66,115.06,3.16,1322420709.0,620362931.0,0.38,0.23,-0.53,8.78
88,301396,宏景科技,241.18,8.31,18.5,164370.0,3923299957.89,13.87,252.88,222.0,222.0,222.68,1.04,21.6,258.27,28.72,37025361985.0,18349233427.0,-2.0,-1.54,215.68,263.77
89,002060,广东建工,4.05,8.29,0.31,1406617.0,567419981.64,9.09,4.11,3.77,3.78,3.74,4.35,9.0,13.71,1.05,15205292630.0,6329399373.0,0.0,0.0,9.76,12.5
90,002294,信立泰,67.27,8.15,5.07,205180.0,1308359466.77,11.29,68.38,61.36,62.99,62.2,1.92,1.84,96.86,8.55,74993708309.0,74976837061.0,-0.03,0.24,25.39,35.76
91,603122,合富中国,17.91,8.09,1.34,746020.0,1292304628.0,9.35,18.0,16.45,16.53,16.57,1.17,18.74,-211.91,6.74,7129122657.0,7129122657.0,0.0,0.45,-19.14,-26.6
92,688811,C有研,19.8,8.08,1.48,522964.0,1042251782.0,18.12,21.49,18.17,18.32,18.32,0.96,56.77,144.17,9.12,9933137379.0,1824096721.0,-0.3,-0.3,208.89,208.89
93,000533,顺钠股份,16.12,8.04,1.2,1819694.0,2824736720.82,10.05,16.2,14.7,15.18,14.92,2.59,26.57,109.23,11.49,11135953920.0,11040626688.0,0.06,0.56,75.03,93.52
94,300765,新诺威,33.97,7.98,2.51,226235.0,753897143.61,8.93,34.2,31.39,32.1,31.46,1.82,1.61,-197.88,17.89,47714022308.0,47714022308.0,0.15,0.35,-17.93,-5.82
95,688428,诺诚健华,31.17,7.93,2.29,207717.0,628034929.0,10.18,31.82,28.88,29.49,28.88,1.4,7.74,85.61,7.12,55003951984.0,8364772379.0,-0.03,-0.22,38.04,51.9
96,301683,慧谷新材,130.67,7.92,9.59,52158.0,674277169.28,12.22,135.0,120.21,121.01,121.08,1.17,36.56,39.88,5.21,8247419988.0,1864092486.0,0.1,0.31,66.71,66.71
97,600233,圆通速递,21.5,7.88,1.57,556589.0,1194953304.0,5.17,21.81,20.78,21.37,19.93,3.13,1.63,19.19,2.21,73588205617.0,73588205617.0,0.0,-0.05,27.07,30.94
98,301087,可孚医疗,57.84,7.81,4.19,52376.0,298647102.31,6.3,58.36,54.98,55.31,53.65,1.83,2.7,32.51,2.48,12082602480.0,11220455057.0,-0.02,0.12,-0.48,33.0
99,300639,凯普生物,6.99,7.7,0.5,709514.0,482915371.32,7.09,6.99,6.53,6.53,6.49,1.82,11.17,-26.54,1.18,4519039711.0,4439798953.0,0.0,0.43,21.78,29.93
100,301557,常友科技,114.11,7.66,8.12,23988.0,270888782.07,7.06,114.82,107.34,107.34,105.99,2.81,13.5,66.65,5.0,5055971160.0,2027162324.0,0.02,0.21,-8.64,-12.75
101,301179,泽宇智能,27.17,7.6,1.92,297742.0,781388713.63,10.18,27.6,25.03,25.68,25.25,1.27,12.54,73.52,4.38,10987753650.0,6453023049.0,0.07,0.0,61.44,71.85
102,301682,宏明电子,125.71,7.6,8.88,100486.0,1285902508.01,20.29,140.2,116.5,117.45,116.83,1.88,39.12,47.94,4.06,15279969794.0,3229090268.0,-0.01,0.01,80.46,80.46
103,600295,鄂尔多斯,15.0,7.53,1.05,254600.0,382017570.0,6.02,15.33,14.49,14.49,13.95,1.9,1.29,17.77,1.93,41981643810.0,29633643810.0,-0.13,0.0,1.01,21.36
104,920726,朱老六,17.9,7.44,1.24,52716.0,91871118.33,8.1,18.0,16.65,16.72,16.66,4.58,9.43,92.09,4.13,1819893000.0,1000917970.0,0.06,0.67,-23.83,-11.56
105,688726,拉普拉斯,65.05,7.41,4.49,322209.0,2062679345.0,10.24,66.5,60.3,60.4,60.56,1.32,14.65,43.07,6.49,26366468594.0,14306087034.0,0.08,0.23,61.86,80.69
106,301498,乖宝宠物,53.42,7.38,3.67,123206.0,641804081.95,8.82,53.99,49.6,49.79,49.75,2.61,6.87,31.28,4.78,21393259113.0,9586232836.0,-0.02,0.04,-22.74,-18.0
107,600550,保变电气,16.03,7.37,1.1,1673007.0,2644221923.0,9.91,16.38,14.9,15.03,14.93,2.77,9.08,123.9,33.08,29519701534.0,29519701534.0,0.0,-0.19,33.92,51.94
108,688429,时创能源,15.13,7.3,1.03,97081.0,145499767.0,12.13,15.75,14.04,14.1,14.1,2.56,8.1,-17.98,4.4,6052012104.0,1812986550.0,0.07,-0.07,7.76,15.58
109,002149,西部材料,53.65,7.3,3.65,1300750.0,7034884218.58,7.58,55.0,51.21,52.0,50.0,2.69,26.65,283.66,8.99,26192695800.0,26188672050.0,0.0,0.0,3.95,17.89
110,603897,长城科技,46.0,7.28,3.12,210131.0,941261646.0,11.38,46.17,41.29,43.0,42.88,1.3,10.18,33.14,3.95,9496041326.0,9496041326.0,0.04,-0.17,68.13,69.12
111,301638,南网数字,29.47,7.2,1.98,668451.0,1907632882.87,8.99,29.67,27.2,27.81,27.49,2.39,28.45,148.78,8.41,93704292278.0,6924865286.0,0.03,0.55,34.38,56.67
112,600713,南京医药,6.4,7.2,0.43,1320153.0,816755785.0,9.88,6.42,5.83,6.0,5.97,1.33,10.24,13.41,1.17,8376914867.0,8254739021.0,-0.16,0.16,17.86,17.22
113,688602,康鹏科技,8.26,7.13,0.55,245119.0,199618075.0,8.95,8.4,7.71,7.73,7.71,4.68,9.44,-70.86,1.58,4290037500.0,2144264290.0,0.24,0.12,-10.7,-4.84
114,603826,坤彩科技,31.05,7.07,2.05,186649.0,565176172.0,7.45,31.23,29.07,29.1,29.0,1.14,2.85,-219.0,11.33,20343960000.0,20343960000.0,0.0,-0.48,74.73,82.65
115,301306,西测测试,175.01,7.0,11.45,122686.0,2115550752.93,15.16,185.79,161.0,163.0,163.56,1.46,21.04,-104.52,16.14,14770844000.0,10203083000.0,0.26,0.23,9.48,53.03
116,605116,奥锐特,28.46,6.99,1.86,137807.0,377311026.0,8.83,28.46,26.11,27.11,26.6,1.43,3.39,24.52,4.58,11559974840.0,11559974840.0,0.07,0.74,-7.6,13.61
117,301191,菲菱科思,151.02,6.91,9.76,76143.0,1122073778.62,9.97,152.68,138.6,140.99,141.26,1.34,14.59,168.19,6.3,10472028840.0,7882999801.0,0.23,-0.1,29.71,40.46
118,920046,亿能电力,25.55,6.9,1.65,98313.0,250281354.63,10.04,26.3,23.9,24.27,23.9,1.89,15.34,172.23,10.26,2584382500.0,1637174683.0,0.12,0.39,76.09,89.96
119,002552,宝鼎科技,20.36,6.82,1.3,377993.0,778980019.81,7.03,20.97,19.63,19.78,19.06,3.09,10.26,63.58,5.27,7899381339.0,7502726964.0,0.0,0.0,14.7,23.32
120,001326,联域股份,55.79,6.82,3.56,19083.0,104326877.21,7.98,56.17,52.0,52.49,52.23,1.82,7.92,156.8,3.37,4083828000.0,1344724725.0,-0.5,-0.38,3.64,18.15
121,301584,建发致新,29.03,6.73,1.83,100867.0,286078680.86,7.24,29.03,27.06,27.26,27.2,2.53,18.78,39.91,5.89,12230005416.0,1559325694.0,0.03,0.14,-6.42,-0.65
122,301008,宏昌科技,38.05,6.73,2.4,166529.0,612944666.08,7.71,38.07,35.32,35.51,35.65,1.33,14.38,151.76,3.31,4983151054.0,4407835054.0,0.05,0.05,2.62,10.29
123,688381,帝奥微,24.76,6.72,1.56,110522.0,268882361.0,8.32,25.01,23.08,23.21,23.2,3.38,4.47,-87.49,2.42,6128100000.0,6128100000.0,0.04,0.0,-0.08,8.55
124,301182,凯旺科技,66.84,6.69,4.19,68300.0,448238353.8,10.06,67.8,61.5,62.68,62.65,1.11,7.13,-94.72,8.4,6404722428.0,6404722428.0,-0.49,-0.54,58.05,56.83
125,002342,巨力索具,18.29,6.65,1.14,2871134.0,5162394985.66,11.14,18.71,16.8,17.03,17.15,1.09,30.07,1007.0,7.19,17558400000.0,17461280100.0,0.0,0.33,51.41,98.8
126,600513,联环药业,23.75,6.6,1.47,561339.0,1294615472.0,7.5,23.82,22.15,22.95,22.28,1.95,19.66,-145.02,5.08,6779586413.0,6779586413.0,0.21,0.34,14.4,29.71
127,688163,赛伦生物,33.0,6.59,2.04,36210.0,117415570.0,7.75,33.45,31.05,31.59,30.96,1.28,3.35,69.06,3.21,3571260000.0,3571260000.0,0.03,0.3,41.27,51.58
128,300992,泰福泵业,34.0,6.58,2.1,92325.0,308568181.91,10.28,34.75,31.47,31.92,31.9,1.42,11.91,184.58,3.59,3241796334.0,2635083334.0,0.06,0.03,16.64,25.93
129,603613,国联股份,27.17,6.51,1.66,233041.0,622582183.0,8.94,27.79,25.51,25.55,25.51,3.26,3.23,13.34,2.21,19577012379.0,19577012379.0,0.0,0.04,-8.18,-2.96
130,301372,科净源,32.58,6.51,1.99,63557.0,203242855.35,10.53,33.5,30.28,30.48,30.59,1.71,15.44,104.91,2.83,2234057189.0,1341333098.0,0.06,-0.12,23.27,28.47
131,000153,丰原药业,6.98,6.4,0.42,589248.0,409776812.9,8.69,7.12,6.55,6.6,6.56,3.23,12.84,24.26,1.54,3243504944.0,3202902109.0,0.0,0.14,7.38,11.32
132,300559,佳发教育,14.68,6.38,0.88,316695.0,457954189.31,12.46,15.24,13.52,13.82,13.8,1.49,10.18,90.47,4.85,5864873844.0,4567488708.0,0.07,-0.07,2.66,16.42
133,600839,四川长虹,9.35,6.37,0.56,3369540.0,3168682618.0,10.47,9.67,8.75,8.84,8.79,6.01,7.3,32.12,2.79,43161883476.0,43149863200.0,0.0,0.0,-9.92,2.75
134,002180,纳思达,17.4,6.36,1.04,391328.0,675387557.38,8.25,17.95,16.6,16.68,16.36,3.59,2.88,-34.45,2.73,24740693260.0,23669002465.0,0.0,-0.34,-20.26,-13.95
135,603355,莱克电气,28.88,6.33,1.72,52840.0,151159402.0,8.47,29.3,27.0,27.16,27.16,2.45,0.92,20.72,2.94,16559698371.0,16559698371.0,-0.17,0.07,-8.08,-8.98
