序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
30,600149,廊坊发展,6.34,10.07,0.58,287935.0,177894592.0,8.68,6.34,5.84,5.87,5.76,1.36,7.57,156.73,9.74,2410214400.0,2410214400.0,0.0,0.0,21.69,27.05
31,002217,合力泰,2.95,10.07,0.27,2480961.0,729464638.77,1.49,2.95,2.91,2.91,2.68,0.95,3.41,971.0,11.79,22064226838.0,21474001053.0,0.0,0.0,-9.51,-3.28
32,002331,皖通科技,8.98,10.05,0.82,342874.0,301019916.92,10.05,8.98,8.16,8.18,8.16,6.15,8.66,-49.14,2.3,3847317106.0,3554690749.0,0.0,0.0,-6.65,0.67
33,002309,中利集团,4.38,10.05,0.4,4832630.0,2059816396.92,8.79,4.38,4.03,4.03,3.98,1.23,20.08,-70.4,7.08,13173574386.0,10538859509.0,0.0,0.0,50.0,29.2
34,600156,华升股份,10.19,10.04,0.93,356662.0,356683754.0,9.83,10.19,9.28,9.28,9.26,1.65,8.87,-116.35,10.92,4097508053.0,4097508053.0,0.0,0.0,28.18,23.37
35,002300,太阳电缆,10.42,10.03,0.95,704860.0,717673788.12,10.24,10.42,9.45,9.57,9.47,1.89,9.76,90.52,3.97,7526717154.0,7526314015.0,0.0,0.0,9.57,13.26
36,002803,吉宏股份,19.2,10.03,1.75,185057.0,345840968.02,11.12,19.2,17.26,17.36,17.45,2.07,6.41,31.24,3.2,8647781530.0,5542738099.0,0.0,0.0,-1.69,17.36
37,002361,神剑股份,20.63,10.03,1.88,3251362.0,6450268984.16,10.03,20.63,18.75,18.85,18.75,0.96,40.18,485.32,8.86,19619851410.0,16692207160.0,0.0,0.0,26.49,43.86
38,000404,长虹华意,7.79,10.03,0.71,293904.0,227071912.74,2.54,7.79,7.61,7.61,7.08,3.95,4.24,11.75,1.23,5421808676.0,5397223966.0,0.0,0.0,13.23,15.07
39,603025,大豪科技,16.89,10.03,1.54,158410.0,265755136.0,4.5,16.89,16.2,16.3,15.35,0.88,1.43,19.82,6.36,18860299116.0,18733961916.0,0.0,0.0,-10.4,-5.96
40,603057,紫燕食品,28.55,10.02,2.6,36692.0,101306396.0,11.18,28.55,25.65,26.29,25.95,1.03,0.89,49.81,5.77,11762600000.0,11762600000.0,0.0,0.0,4.96,40.36
41,003006,百亚股份,18.33,10.02,1.67,65475.0,118296151.06,6.96,18.33,17.17,17.17,16.66,1.31,1.53,13.7,5.0,7875443991.0,7855742448.0,0.0,0.0,-12.51,-16.07
42,600601,方正科技,11.75,10.02,1.07,1996869.0,2328033828.0,6.27,11.75,11.08,11.08,10.68,1.67,4.79,106.35,10.86,50216478922.0,49000946122.0,0.0,0.0,-6.45,0.26
43,002418,康盛股份,6.81,10.02,0.62,628090.0,427728945.63,0.16,6.81,6.8,6.81,6.19,0.23,5.53,419.59,5.37,7738884000.0,7738865872.0,0.0,0.0,37.3,42.77
44,605299,舒华体育,20.53,10.02,1.87,394346.0,793698955.0,9.0,20.53,18.85,19.03,18.66,0.94,9.64,94.18,6.59,8401420517.0,8401420517.0,0.0,0.0,69.11,78.68
45,603778,国晟科技,26.68,10.02,2.43,868160.0,2266638764.0,7.67,26.68,24.82,24.82,24.25,0.97,13.5,-87.44,24.08,17609923762.0,17151428549.0,0.0,0.0,6.93,51.59
46,003023,彩虹集团,31.74,10.02,2.89,51889.0,161935367.64,8.01,31.74,29.43,29.58,28.85,0.99,4.94,43.79,2.11,3343542384.0,3336518766.0,0.0,0.0,35.76,40.07
47,002647,仁东控股,11.54,10.01,1.05,206501.0,236331007.32,5.05,11.54,11.01,11.2,10.49,0.35,2.03,36.28,23.22,13043565722.0,11716465722.0,0.0,0.0,28.08,43.89
48,600707,彩虹股份,8.57,10.01,0.78,1107222.0,935423172.0,6.29,8.57,8.08,8.27,7.79,0.77,3.09,82.17,1.41,30752500003.0,30746329603.0,0.0,0.0,25.84,32.05
49,002297,博云新材,19.46,10.01,1.77,864474.0,1657136261.28,5.31,19.46,18.52,18.73,17.69,1.57,15.08,180.31,5.24,11152619778.0,11152619778.0,0.0,0.0,68.63,62.57
50,603489,八方股份,38.35,10.01,3.49,81660.0,303006146.0,10.01,38.35,34.86,34.93,34.86,2.24,3.48,100.87,3.34,8997599495.0,8997599495.0,0.0,0.0,21.9,25.41
51,603052,可川科技,91.69,10.01,8.34,193844.0,1726232187.0,10.03,91.69,83.33,87.35,83.35,2.07,10.32,518.8,15.84,17228301787.0,17228301787.0,0.0,0.0,99.07,190.62
52,002475,立讯精密,65.73,10.01,5.98,3929269.0,25188235806.75,8.07,65.73,60.91,62.64,59.75,1.94,5.41,28.85,5.67,478907785111.0,477809318234.0,0.0,0.0,14.89,16.23
53,001896,豫能控股,18.79,10.01,1.71,2376931.0,4276979509.24,11.12,18.79,16.89,17.32,17.08,1.12,15.58,73.44,8.17,28669431191.0,28669431191.0,0.0,0.0,199.2,261.35
54,601698,中国卫通,37.38,10.01,3.4,1265841.0,4582733040.0,10.24,37.38,33.9,33.99,33.98,2.52,3.0,357.88,9.88,157907526701.0,157907526701.0,0.0,0.0,-4.84,4.62
55,002560,通达股份,15.27,10.01,1.39,1003765.0,1504849248.28,6.05,15.27,14.43,14.65,13.88,0.71,22.16,49.74,2.95,8028027964.0,6916332751.0,0.0,0.0,45.29,51.49
56,605222,起帆电缆,31.24,10.0,2.84,201949.0,619958005.0,8.59,31.24,28.8,29.05,28.4,0.9,4.89,43.29,2.77,12899099935.0,12899099935.0,0.0,0.0,55.19,69.87
57,002149,西部材料,60.28,10.0,5.48,826012.0,4819209939.83,10.88,60.28,54.32,54.81,54.8,1.01,16.92,318.71,10.1,29429556437.0,29425035437.0,0.0,0.0,40.35,32.45
58,002428,云南锗业,68.2,10.0,6.2,1157818.0,7775077704.91,7.29,68.2,63.68,63.86,62.0,1.31,17.73,1840.79,30.6,44542784000.0,44537029625.0,0.0,0.0,84.22,114.8
59,600118,中国卫星,94.52,10.0,8.59,771789.0,7073679847.0,9.93,94.52,85.99,85.99,85.93,1.61,6.53,3143.4,17.56,111768873040.0,111768873040.0,0.0,0.0,-11.52,-0.45
60,600072,中船科技,13.2,10.0,1.2,568121.0,724732713.0,10.5,13.2,11.94,12.0,12.0,3.56,5.24,-10.36,2.04,19808576159.0,14300052571.0,0.0,0.0,11.11,13.6
61,603773,沃格光电,58.19,10.0,5.29,95725.0,553391474.0,3.76,58.19,56.2,56.6,52.9,0.37,4.26,-146.51,11.21,13077424674.0,13072885854.0,0.0,0.0,68.03,64.47
62,603332,苏州龙杰,14.52,10.0,1.32,170973.0,242107903.0,7.12,14.52,13.58,13.58,13.2,6.06,7.9,40.99,2.41,3141361112.0,3141361112.0,0.0,0.0,5.83,4.61
63,603268,松发股份,133.34,10.0,12.12,132401.0,1744684384.0,9.35,133.34,122.01,124.0,121.22,2.18,5.68,48.76,13.69,129443578922.0,31101527265.0,0.0,0.0,52.39,59.92
64,600979,广安爱众,4.84,10.0,0.44,1043180.0,490723988.0,9.55,4.84,4.42,4.44,4.4,3.15,8.47,30.26,1.32,6106419851.0,5964137384.0,0.0,0.0,4.99,10.25
65,600961,株冶集团,24.3,10.0,2.21,50869.0,123611281.0,0.0,24.3,24.3,24.3,22.09,0.31,0.68,5.7,5.16,26070806683.0,18269041271.0,0.0,0.0,24.62,50.93
66,600103,青山纸业,4.73,10.0,0.43,5352320.0,2414419630.0,10.93,4.73,4.26,4.28,4.3,1.45,24.19,193.82,2.68,10599110513.0,10464316392.0,0.0,0.0,20.66,12.89
67,600206,有研新材,25.62,10.0,2.33,1073308.0,2686578655.0,8.76,25.62,23.58,23.67,23.29,2.39,12.68,66.3,5.12,21688696366.0,21688696366.0,0.0,0.0,17.36,26.02
68,603699,纽威股份,56.32,10.0,5.12,57515.0,320974966.0,4.41,56.32,54.06,54.06,51.2,0.85,0.76,27.27,9.42,43663932872.0,42698598441.0,0.0,0.0,6.22,8.37
69,603318,水发燃气,8.47,10.0,0.77,547689.0,447296031.0,8.05,8.47,7.85,7.85,7.7,2.24,11.93,-77.49,2.74,4698082156.0,3888330726.0,0.0,0.0,17.97,26.42
70,000880,潍柴重机,31.14,10.0,2.83,430077.0,1313104071.41,10.81,31.14,28.08,28.17,28.31,3.27,18.94,60.17,6.87,14444252878.0,7069614552.0,0.0,0.0,1.37,13.98
71,002692,远程股份,7.26,10.0,0.66,821662.0,581880866.08,10.61,7.26,6.56,6.63,6.6,1.06,11.45,79.17,4.29,5213739960.0,5210567159.0,0.0,0.0,36.21,42.91
72,001400,江顺科技,212.96,10.0,19.36,29177.0,589474116.62,12.89,212.96,188.01,194.88,193.6,1.03,19.45,146.42,10.39,12777600000.0,3194400000.0,0.0,0.0,89.2,173.87
73,002686,亿利达,8.47,10.0,0.77,385698.0,321568021.85,9.87,8.47,7.71,7.75,7.7,0.9,7.38,99.94,2.92,4796045457.0,4427545190.0,0.0,0.0,26.61,29.51
74,605168,三人行,41.79,10.0,3.8,72782.0,301154451.0,6.03,41.79,39.5,39.5,37.99,1.5,3.45,46.38,3.23,8810041845.0,8810041845.0,0.0,0.0,-6.61,8.32
75,000586,汇源通信,21.34,10.0,1.94,436325.0,896530249.68,9.95,21.34,19.41,19.41,19.4,0.73,22.56,209.71,12.19,4128009600.0,4128009600.0,0.0,0.0,54.19,57.72
76,003018,金富科技,43.14,9.99,3.92,178634.0,741029333.85,9.79,43.14,39.3,39.3,39.22,1.12,7.52,111.18,7.01,11216400000.0,10240896750.0,0.0,0.0,144.84,147.65
77,002536,飞龙股份,40.96,9.99,3.72,365783.0,1441527084.81,11.95,40.96,36.51,37.26,37.24,0.68,6.72,74.29,6.74,23543229972.0,22298668032.0,0.0,0.0,38.89,37.91
78,001366,播恩集团,15.63,9.99,1.42,98531.0,149340846.0,10.84,15.63,14.09,14.09,14.21,3.44,6.13,-189.09,3.13,2511428400.0,2511428400.0,0.0,0.0,14.84,16.9
79,002935,天奥电子,20.81,9.99,1.89,191529.0,382989530.29,10.1,20.81,18.9,19.09,18.92,3.46,4.61,136.17,5.45,8825573191.0,8638041275.0,0.0,0.0,-11.67,-6.89
80,001229,魅视科技,40.07,9.99,3.64,31400.0,122899920.81,9.99,40.07,36.43,36.43,36.43,1.7,5.96,76.6,4.12,4105231605.0,2110864840.0,0.0,0.0,-1.55,-7.72
81,000949,新乡化纤,8.04,9.99,0.73,1279009.0,995968875.31,12.45,8.04,7.13,7.27,7.31,2.22,7.72,67.28,2.04,13321475373.0,13317817181.0,0.0,0.0,30.94,46.18
82,603130,云中马,44.48,9.99,4.04,44630.0,194029160.0,9.99,44.48,40.44,41.0,40.44,2.18,3.25,58.49,4.31,6116631616.0,6116631616.0,0.0,0.0,-26.36,-21.48
83,603178,圣龙股份,19.16,9.99,1.74,319495.0,608661416.0,6.72,19.16,17.99,18.23,17.42,9.32,13.51,-46.57,3.73,4529651640.0,4529651640.0,0.0,0.0,3.74,1.54
84,600234,科新发展,21.91,9.99,1.99,162760.0,351314021.0,8.99,21.91,20.12,20.63,19.92,2.46,6.2,138.74,11.5,5751834518.0,5751834518.0,0.0,0.0,75.56,70.51
85,600330,天通股份,23.9,9.99,2.17,309827.0,740486124.0,0.0,23.9,23.9,23.9,21.73,0.23,2.51,385.73,3.68,29479082542.0,29479082542.0,0.0,0.0,89.08,82.03
86,600872,中炬高新,21.47,9.99,1.95,726640.0,1546387760.0,5.43,21.47,20.41,20.84,19.52,7.22,9.42,15.9,2.81,16714593125.0,16553111287.0,0.0,0.0,18.36,22.34
87,600522,中天科技,30.95,9.99,2.81,2247838.0,6813994827.0,7.53,30.95,28.83,28.9,28.14,1.35,6.59,33.88,2.88,105630791729.0,105630791729.0,0.0,0.0,71.56,70.81
88,600184,光电股份,24.44,9.99,2.22,373170.0,896467932.0,8.96,24.44,22.45,22.45,22.22,0.78,6.4,433.05,4.2,14241859318.0,14241859318.0,0.0,0.0,24.63,28.23
89,603108,润达医疗,14.1,9.98,1.28,427032.0,583775099.0,10.76,14.1,12.72,12.8,12.82,4.69,7.07,-39.24,2.06,8512217108.0,8512217108.0,0.0,0.0,-29.64,-5.69
90,002885,京泉华,29.3,9.98,2.66,347627.0,985556044.13,9.95,29.3,26.65,26.71,26.64,1.8,15.05,82.84,5.39,7937867162.0,6765594233.0,0.0,0.0,4.57,14.05
91,603017,中衡设计,14.21,9.98,1.29,134872.0,188284679.0,9.98,14.21,12.92,12.92,12.92,0.7,4.88,52.31,2.65,3924664064.0,3924664064.0,0.0,0.0,17.83,28.25
92,002843,泰嘉股份,27.98,9.98,2.54,94535.0,264507531.0,0.0,27.98,27.98,27.98,25.44,0.32,3.77,91.25,4.98,7043616985.0,7017175885.0,0.0,0.0,29.42,39.62
93,002491,通鼎互联,16.64,9.98,1.51,717732.0,1187129427.1,2.58,16.64,16.25,16.3,15.13,0.29,6.1,-234.47,8.25,20467108480.0,19576442013.0,0.0,0.0,175.5,177.33
94,002242,九阳股份,11.25,9.97,1.02,338138.0,364355428.01,11.63,11.25,10.06,10.23,10.23,4.28,4.44,72.96,2.5,8583941250.0,8568964406.0,0.0,0.0,4.65,7.76
95,605162,新中港,14.01,9.97,1.27,221343.0,302777138.0,11.3,14.01,12.57,12.74,12.74,0.61,5.45,46.46,4.41,5688388759.0,5688388759.0,0.0,0.0,48.25,64.05
96,002081,金 螳 螂,4.08,9.97,0.37,1934022.0,747593643.39,10.78,4.08,3.68,3.74,3.71,6.92,7.31,21.3,0.79,10833720651.0,10789987947.0,0.0,0.0,10.27,19.3
97,002492,恒基达鑫,8.16,9.97,0.74,194223.0,153963184.45,10.11,8.16,7.41,7.44,7.42,2.05,4.88,-51.34,2.06,3304800000.0,3246331356.0,0.0,0.0,2.77,-6.64
98,002324,普利特,17.31,9.97,1.57,670359.0,1132412577.73,9.85,17.31,15.76,15.79,15.74,3.51,8.64,44.42,4.21,19254540453.0,13437336902.0,0.0,0.0,-9.61,8.26
99,600590,泰豪科技,17.42,9.97,1.58,407296.0,708116577.0,2.65,17.42,17.0,17.0,15.84,0.49,4.83,245.42,4.65,14856991045.0,14694981091.0,0.0,0.0,78.85,85.12
100,603912,佳力图,11.59,9.96,1.05,428586.0,484911294.0,9.96,11.59,10.54,10.54,10.54,1.17,7.91,-115.26,3.61,6280028797.0,6280028797.0,0.0,0.0,33.07,35.24
101,600800,渤海化学,5.08,9.96,0.46,597908.0,294228694.0,10.82,5.08,4.58,4.61,4.62,1.41,5.39,-8.72,5.03,5639029697.0,5637429497.0,0.0,0.0,29.26,46.82
102,301077,星华新材,31.63,9.71,2.8,113215.0,348043443.26,14.85,32.3,28.02,28.63,28.83,4.1,11.87,41.47,4.61,5379596904.0,3017585155.0,0.06,0.44,-7.41,22.22
103,301081,严牌股份,16.62,9.56,1.45,166773.0,275714639.88,14.11,17.17,15.03,15.03,15.17,3.23,7.63,200.53,3.51,3785123462.0,3631754601.0,0.12,-0.48,56.64,64.07
104,301603,乔锋智能,103.5,9.52,9.0,103028.0,1072537906.45,10.85,108.88,98.63,98.81,94.5,1.57,27.3,36.44,5.22,12498660000.0,3905313750.0,-0.11,0.05,35.52,36.9
105,600487,亨通光电,60.89,9.42,5.24,2218726.0,13239760047.0,6.27,60.99,57.5,58.35,55.65,1.31,9.07,47.41,4.88,150178624529.0,148887078701.0,-0.03,0.05,144.44,146.22
106,002837,英维克,121.08,9.41,10.41,847987.0,10129168977.42,9.09,121.74,111.68,113.2,110.67,1.51,10.03,3417.47,34.19,118348505547.0,102416081264.0,-0.04,-0.3,17.18,13.28
107,000890,法尔胜,13.55,9.19,1.14,792859.0,1033933801.26,10.39,13.6,12.31,12.56,12.41,1.04,18.9,-187.27,-1025.47,5684278766.0,5684103673.0,0.0,0.3,154.22,167.26
108,688268,华特气体,99.2,9.18,8.34,138188.0,1333458987.0,13.06,103.88,92.01,94.0,90.86,1.3,11.52,87.95,6.45,11903640598.0,11895605398.0,-0.18,-0.45,49.29,72.85
109,300234,开尔新材,6.34,9.12,0.53,320869.0,199104716.17,11.19,6.4,5.75,5.8,5.81,2.45,9.33,-353.57,2.84,3190104711.0,2180877859.0,0.0,-0.63,8.01,15.27
110,600879,航天电子,25.53,9.01,2.11,3050304.0,7598765778.0,9.27,25.66,23.49,23.49,23.42,1.88,9.25,371.1,4.04,84231111997.0,84231111997.0,0.0,0.0,-4.67,19.75
111,605118,力鼎光电,46.5,9.0,3.84,92173.0,420562519.0,6.54,46.9,44.11,45.0,42.66,2.67,2.26,73.54,12.43,19123822500.0,18930894000.0,-0.36,0.28,25.24,54.43
112,688737,中自科技,28.98,8.99,2.39,60383.0,172069743.0,11.28,29.47,26.47,26.5,26.59,3.86,5.05,-61.37,1.96,3464979471.0,3464979471.0,0.0,0.17,22.33,29.14
113,688168,安博通,89.29,8.98,7.36,24381.0,206821857.0,9.52,89.3,81.5,81.93,81.93,1.26,3.16,142.41,6.89,6891849007.0,6891849007.0,-0.01,1.95,11.89,18.8
114,688623,双元科技,97.72,8.94,8.02,15364.0,145555587.0,11.88,99.66,89.0,89.99,89.7,2.31,8.03,89.62,2.73,5779424644.0,1870624644.0,0.0,0.03,-7.19,4.07
115,301556,托普云农,92.27,8.81,7.47,49224.0,439501840.06,10.0,92.98,84.5,84.85,84.8,3.8,16.7,64.64,7.97,7868785600.0,2720119600.0,0.0,-0.12,-30.78,-5.89
116,300849,锦盛新材,22.02,8.79,1.78,54647.0,116464357.5,10.77,22.18,20.0,20.25,20.24,2.87,4.5,-261.54,5.61,3303000000.0,2674725866.0,-0.27,0.0,19.16,40.88
117,300848,美瑞新材,16.3,8.74,1.31,186795.0,299995624.17,12.34,16.76,14.91,15.0,14.99,6.56,7.38,85.13,4.55,6974568320.0,4125896946.0,-0.06,0.12,1.31,3.03
118,603578,三星新材,13.62,8.7,1.09,101136.0,134566547.0,9.58,13.68,12.48,12.56,12.53,3.46,5.61,-63.27,2.51,3187904882.0,2456462776.0,-0.29,-0.29,8.79,12.75
119,688307,中润光学,89.04,8.68,7.11,99894.0,855024540.0,11.16,89.17,80.03,81.83,81.93,1.67,11.25,125.38,8.76,7904436960.0,7904436960.0,0.02,0.04,98.17,106.06
120,002392,北京利尔,7.77,8.67,0.62,622647.0,481845680.68,10.35,7.87,7.13,7.16,7.15,4.66,5.44,23.07,1.59,9250113819.0,8887958346.0,0.0,0.0,-7.61,3.88
121,300906,日月明,36.1,8.54,2.84,70815.0,255073704.98,15.03,37.98,32.98,33.45,33.26,5.23,9.81,59.42,3.21,2888000000.0,2606311700.0,0.11,0.39,-4.85,2.73
122,300058,蓝色光标,19.53,8.5,1.53,7922451.0,15240968143.16,16.89,20.69,17.65,17.93,18.0,1.34,22.78,312.09,8.88,70117020563.0,67923978407.0,0.0,-0.2,6.08,69.53
123,605208,永茂泰,16.38,8.41,1.27,269330.0,426824569.0,8.93,16.5,15.15,15.37,15.11,2.22,8.16,80.06,2.46,5404417200.0,5404417200.0,-0.12,-0.06,22.15,20.62
124,688163,赛伦生物,38.25,8.36,2.95,41681.0,152224707.0,11.56,38.38,34.3,35.3,35.3,1.11,3.85,80.05,3.72,4139415000.0,4139415000.0,0.5,0.16,58.32,75.7
125,688663,新风光,68.32,8.32,5.25,84248.0,571743396.0,9.91,69.5,63.25,64.0,63.07,1.84,5.95,101.3,7.0,9665544672.0,9665544672.0,-0.01,0.16,43.53,76.22
126,301125,腾亚精工,24.76,8.22,1.88,58047.0,137854174.32,9.0,24.76,22.7,22.73,22.88,1.09,4.95,1953.01,5.8,3509926099.0,2905732579.0,0.24,0.77,25.37,34.71
127,688169,石头科技,120.21,8.03,8.94,115790.0,1356595154.0,10.19,122.34,111.0,111.27,111.27,2.25,4.47,22.9,2.22,31147176497.0,31147176497.0,-0.36,-0.24,-23.04,-20.95
128,603139,康惠股份,32.54,8.03,2.42,96443.0,314371062.0,9.66,33.13,30.22,30.22,30.12,1.39,9.66,-18.4,4.48,3250095200.0,3250095200.0,-0.21,-0.28,53.27,58.96
129,300782,卓胜微,114.48,8.0,8.48,378052.0,4299425787.55,11.49,118.58,106.4,106.4,106.0,1.27,8.43,-228.49,6.19,61240297307.0,51315376090.0,0.0,0.01,43.1,40.5
130,688416,恒烁股份,97.3,8.0,7.21,79116.0,752186922.0,11.31,98.3,88.11,90.0,90.09,1.5,9.53,-81.18,6.36,8076453540.0,8076453540.0,-0.33,-0.15,40.44,76.49
131,300102,乾照光电,35.51,7.93,2.61,1050796.0,3678323291.47,7.26,35.88,33.49,33.5,32.9,1.65,11.47,285.05,7.6,32681055475.0,32526339293.0,0.03,0.06,8.36,28.85
132,601002,晋亿实业,6.68,7.92,0.49,1229868.0,807596256.0,10.02,6.81,6.19,6.19,6.19,2.32,12.89,26.32,1.47,6375664010.0,6375664010.0,0.15,0.15,27.97,29.96
133,002580,圣阳股份,33.0,7.91,2.42,1048991.0,3503538278.73,4.71,33.64,32.2,33.58,30.58,0.98,23.19,70.15,6.44,14977676769.0,14927180400.0,-0.9,-1.9,149.06,165.27
134,002046,国机精工,54.04,7.86,3.94,224119.0,1190091240.34,8.72,54.49,50.12,50.64,50.1,1.27,4.24,111.3,6.63,28975753750.0,28576522334.0,0.11,0.15,12.82,25.15
135,688818,电科蓝天,73.03,7.83,5.3,327101.0,2342908542.0,6.57,73.45,69.0,69.0,67.73,1.3,24.78,387.51,29.69,126847551687.0,9641153237.0,0.18,0.12,671.17,671.17
136,300580,贝斯特,29.87,7.83,2.17,334254.0,997779876.11,11.48,30.88,27.7,27.74,27.7,1.94,7.07,53.97,4.55,15004380901.0,14116337139.0,-0.2,-0.1,15.91,13.62
