序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
64,600722,金牛化工,9.91,9.99,0.9,1384875.0,1329859124.0,13.21,9.91,8.72,8.77,9.01,2.0,20.36,129.18,5.34,6741967989.0,6741967989.0,0.0,0.0,-27.66,66.84
65,603118,共进股份,16.42,9.98,1.49,1110838.0,1813065200.0,4.09,16.42,15.81,15.98,14.93,0.91,14.11,132.18,2.56,12927078587.0,12927078587.0,0.0,0.0,12.93,43.16
66,603979,金诚信,72.95,9.98,6.62,177959.0,1278390997.0,8.99,72.96,67.0,67.0,66.33,1.96,2.85,18.91,4.12,45505668711.0,45505668711.0,-0.01,-0.01,17.21,-3.36
67,603221,爱丽家居,11.57,9.98,1.05,1248.0,1443936.0,0.0,11.57,11.57,11.57,10.52,0.05,0.05,-47.7,1.8,2829327800.0,2803063900.0,0.0,0.0,1.4,-11.68
68,603822,ST嘉澳,59.92,9.97,5.43,16240.0,94596359.0,10.9,59.94,54.0,54.0,54.49,1.7,2.11,-25.93,14.22,4603407089.0,4603407089.0,0.0,0.05,-29.98,-37.82
69,000506,招金黄金,13.02,9.97,1.18,862593.0,1089691283.69,7.94,13.02,12.08,12.08,11.84,1.42,9.29,16.14,13.6,12095811248.0,12091764632.0,0.0,0.0,-21.0,-0.31
70,600744,华银电力,7.94,9.97,0.72,3853539.0,2900445364.0,14.68,7.94,6.88,6.88,7.22,2.65,18.97,29.12,12.51,16127126736.0,16127126736.0,0.0,0.0,-6.26,35.03
71,600644,乐山电力,10.6,9.96,0.96,902125.0,899784866.0,13.69,10.6,9.28,9.3,9.64,1.96,15.6,445.26,2.96,6130200671.0,6130200671.0,0.0,0.0,-16.27,8.83
72,301151,冠龙节能,19.11,9.95,1.73,84448.0,157594727.45,17.89,20.16,17.05,17.18,17.38,1.26,5.0,-124.24,1.58,3229668351.0,3226605114.0,0.0,0.26,4.48,2.74
73,002515,金字火腿,8.18,9.95,0.74,1174040.0,932897607.06,10.89,8.18,7.37,7.38,7.44,0.99,10.66,191.89,3.79,9902823862.0,9013124198.0,0.0,0.0,24.7,34.54
74,002197,证通电子,6.97,9.94,0.63,195234.0,135479000.8,1.58,6.97,6.87,6.87,6.34,0.51,3.66,598.62,2.43,4282109608.0,3721980084.0,0.0,0.0,-7.68,-31.13
75,000566,海南海药,5.21,9.92,0.47,1425757.0,719071655.0,12.45,5.21,4.62,4.67,4.74,0.63,10.99,-22.1,1519.81,6759272306.0,6755992648.0,0.0,0.0,1.56,-27.13
76,600594,益佰制药,3.56,9.88,0.32,320494.0,110852978.0,11.42,3.56,3.19,3.23,3.24,0.95,4.09,-23.64,1.29,2792442284.0,2792442284.0,0.0,0.0,-21.76,-10.55
77,688679,通源环境,34.02,9.81,3.04,65225.0,211860385.0,19.79,35.93,29.8,30.3,30.98,1.59,4.95,2092.53,4.08,4480082744.0,4480082744.0,0.06,2.07,-38.59,27.89
78,301367,瑞迈特,51.16,9.76,4.55,73948.0,372290208.45,14.37,51.99,45.29,45.81,46.61,1.36,7.54,41.7,2.12,6409547602.0,5018757016.0,-0.47,-0.04,-0.12,-15.9
79,002396,星网锐捷,34.59,9.43,2.98,2189242.0,7349901454.42,14.77,34.77,30.1,30.16,31.61,1.16,28.9,176.67,3.83,26307575727.0,26198988517.0,-0.52,-0.46,67.75,49.48
80,301273,瑞晨环保,38.87,9.43,3.35,73390.0,289520999.34,10.56,41.25,37.5,41.25,35.52,1.97,9.53,-53.37,4.46,3898603006.0,2992237205.0,-0.31,0.0,70.03,105.44
81,920166,海圣医疗,20.2,9.31,1.72,16994.0,35754782.35,15.96,22.19,19.24,19.88,18.48,3.06,7.15,31.42,2.44,1520941184.0,480047081.0,-0.35,-0.3,-28.55,59.81
82,920651,天罡股份,21.15,9.25,1.79,16763.0,34490930.0,15.39,21.79,18.81,19.28,19.36,2.2,4.04,29.51,2.54,1290150000.0,877034939.0,-0.09,-0.05,-23.92,-50.35
83,600711,盛屯矿业,10.59,9.18,0.89,2354956.0,2471621583.0,8.76,10.67,9.82,9.88,9.7,2.44,7.62,8.02,1.89,32729576325.0,32729576325.0,-0.09,-0.19,-23.54,-29.91
84,300804,广康生化,33.43,9.14,2.8,29221.0,96972327.0,14.43,34.87,30.45,30.9,30.63,1.4,10.63,-1074.72,1.82,2473820000.0,919325000.0,0.0,0.0,-29.29,-4.07
85,920367,新赣江,30.74,9.12,2.57,92480.0,276982921.8,15.73,31.53,27.1,27.28,28.17,0.87,22.02,175.22,4.52,2178274825.0,1290851848.0,0.03,-0.29,63.34,52.63
86,603377,ST东时,2.93,8.92,0.24,112990.0,32857521.0,10.78,2.96,2.67,2.69,2.69,2.75,1.56,-7.91,67.67,2117896066.0,2117896066.0,0.0,0.0,-19.06,-22.07
87,300164,通源石油,12.12,8.89,0.99,2218507.0,2638847511.2,9.52,12.46,11.4,11.61,11.13,1.05,38.04,-138.21,5.18,7132118583.0,7068514629.0,0.17,-0.08,-12.81,119.57
88,688702,盛科通信-U,430.15,8.89,35.11,187198.0,8138695213.0,16.71,458.88,392.87,394.58,395.04,1.31,9.22,-2589.04,79.02,176361500000.0,87316915457.0,0.04,-0.19,70.29,203.59
89,603459,红板科技,83.82,8.86,6.82,275719.0,2296098604.0,12.6,84.7,75.0,75.0,77.0,1.65,34.88,127.59,15.5,63179625746.0,6626126738.0,-0.17,-0.77,41.92,373.56
90,301535,浙江华远,13.4,8.85,1.09,68854.0,88514071.48,12.51,13.55,12.01,12.11,12.31,2.46,4.06,52.16,4.89,5698941181.0,2275267981.0,-0.22,-0.37,-30.68,-38.53
91,920046,亿能电力,24.66,8.83,2.0,122812.0,294046140.58,12.75,24.78,21.89,22.0,22.66,1.53,21.96,95.96,9.97,2494359000.0,1379160732.0,0.0,0.45,-7.78,84.44
92,600236,桂冠电力,12.24,8.8,0.99,788754.0,907632990.0,14.22,12.38,10.78,10.81,11.25,1.83,1.0,28.07,5.61,96480304296.0,96480304296.0,0.0,-0.41,23.51,61.26
93,300896,爱美客,108.8,8.7,8.71,123723.0,1299981009.24,11.43,109.44,98.0,99.68,100.09,1.25,6.05,27.6,4.32,32922016237.0,22244304269.0,0.04,-0.14,-6.71,-22.79
94,603818,曲美家居,3.02,8.63,0.24,378569.0,110090971.0,10.79,3.02,2.72,2.73,2.78,1.03,5.51,417.99,1.0,2073362442.0,2073362442.0,0.0,0.67,-10.65,-16.34
95,000034,神州数码,27.41,8.6,2.17,1314783.0,3580141178.89,12.12,27.76,24.7,24.96,25.24,2.06,15.48,29.52,2.49,27868834163.0,23275142349.0,-0.04,-0.07,4.78,-1.19
96,300335,迪森股份,5.6,8.53,0.44,481426.0,261200697.57,12.21,5.68,5.05,5.09,5.16,1.37,12.53,41.56,1.42,2671269373.0,2151292298.0,0.18,1.08,-15.92,-1.06
97,300139,晓程科技,39.54,8.51,3.1,613039.0,2425064638.37,11.06,41.16,37.13,37.13,36.44,2.35,26.24,60.32,9.31,10833960000.0,9238885757.0,0.0,-0.03,-27.28,30.67
98,002759,ST天际,12.63,8.41,0.98,988123.0,1212573520.88,10.13,12.82,11.64,11.65,11.65,71.84,19.73,8.03,1.82,6332462301.0,6326894846.0,-0.24,-1.33,-60.47,-72.8
99,000938,紫光股份,44.9,8.3,3.44,5378216.0,24152339103.69,6.92,45.61,42.74,43.09,41.46,1.23,18.8,40.75,8.37,128417586343.0,128417263063.0,-0.31,-0.66,44.19,82.97
100,300895,铜牛信息,50.7,8.22,3.85,130353.0,674295520.53,11.61,54.54,49.1,49.1,46.85,2.48,9.43,-118.86,9.55,7138593310.0,7005333278.0,0.0,-0.04,-26.13,14.84
101,301012,扬电科技,26.47,8.22,2.01,381740.0,1004058340.91,10.22,27.88,25.38,25.5,24.46,3.75,19.38,63.42,4.41,5213535488.0,5213535488.0,0.0,-0.04,-24.41,0.23
102,920088,科力股份,53.7,8.22,4.08,91471.0,498977706.92,8.89,56.99,52.58,54.64,49.62,1.05,28.09,271.9,6.83,4729439550.0,1748806551.0,0.13,-1.27,2.76,84.54
103,301316,慧博云通,37.04,8.15,2.79,361254.0,1363289190.11,22.77,41.1,33.3,34.07,34.25,1.92,9.23,487.65,14.0,14949381040.0,14491802844.0,-0.03,-0.03,-23.6,-16.91
104,002156,通富微电,74.9,8.08,5.6,2478838.0,18636008850.84,7.72,76.23,70.88,71.71,69.3,1.09,16.34,86.36,7.32,113668008709.0,113657171428.0,0.0,-0.27,58.82,99.1
105,000571,新大洲A,6.16,8.07,0.46,631542.0,384815225.59,13.33,6.27,5.51,5.6,5.7,1.87,7.76,-39.12,342.81,5169034640.0,5014191644.0,0.0,-0.16,4.58,5.12
106,300689,澄天伟业,53.7,8.05,4.0,53516.0,279663986.0,12.56,55.0,48.76,49.88,49.7,1.0,5.29,-497.77,9.03,6207720000.0,5433482744.0,0.0,0.19,3.15,19.57
107,920403,康农种业,17.27,7.94,1.27,26922.0,45686977.83,11.63,17.75,15.89,16.11,16.0,1.71,4.14,62.99,3.47,1887562437.0,1122600739.0,0.29,0.52,-16.53,-15.92
108,300191,潜能恒信,28.46,7.84,2.07,276856.0,773160465.42,7.69,28.87,26.84,27.18,26.39,1.12,12.52,74.65,7.99,9107200000.0,6295209700.0,0.04,0.18,-33.97,54.42
109,601168,西部矿业,36.5,7.76,2.63,1350957.0,4947800509.0,7.71,37.26,34.65,34.65,33.87,1.94,5.67,13.71,4.39,86979500000.0,86979500000.0,0.0,-0.14,26.56,32.53
110,300795,米奥会展,14.34,7.74,1.03,529847.0,728796054.02,17.05,14.9,12.63,13.2,13.31,2.28,30.45,-43.41,7.55,4286138096.0,2494947209.0,0.0,0.7,29.31,6.86
111,600988,赤峰黄金,38.22,7.72,2.74,1084722.0,4159975786.0,6.88,39.03,36.59,36.82,35.48,1.44,6.52,18.37,5.31,72633715223.0,63594692867.0,-0.08,0.1,-6.44,23.61
112,600400,红豆股份,2.66,7.69,0.19,1398928.0,363278968.0,12.15,2.72,2.42,2.45,2.47,2.15,6.11,272.07,4.39,6095049126.0,6095049126.0,0.0,0.38,23.15,11.76
113,001202,炬申股份,14.08,7.56,0.99,94613.0,131060364.02,3.67,14.1,13.62,13.62,13.09,3.12,8.1,66.64,2.73,2347010829.0,1644881286.0,-0.14,-0.07,-14.67,-11.22
114,300843,胜蓝股份,120.4,7.52,8.42,115684.0,1402767589.6,20.54,132.0,109.0,112.23,111.98,1.46,7.21,136.65,12.22,19710409488.0,19324121860.0,0.35,-0.24,74.62,133.97
115,000063,中兴通讯,37.5,7.51,2.62,4825998.0,17989046832.27,12.21,38.37,34.11,34.25,34.88,1.59,11.98,34.22,2.39,179382558263.0,151035796200.0,0.0,-0.16,1.76,-0.9
116,002957,科瑞技术,38.25,7.44,2.65,338366.0,1275859422.06,11.12,39.16,35.2,35.2,35.6,2.04,8.08,57.85,5.01,16064329325.0,16014458822.0,-0.03,-0.26,-18.23,78.74
117,300072,海新能科,3.47,7.43,0.24,636530.0,215059124.33,11.15,3.56,3.2,3.22,3.23,2.16,2.73,-42.67,1.56,8153529448.0,8089823607.0,0.29,0.58,-25.54,-24.57
118,688710,益诺思,80.6,7.41,5.56,49917.0,402777391.0,15.96,84.68,72.7,74.6,75.04,0.72,5.5,232.68,4.86,11362956969.0,7309933498.0,-0.19,-0.19,18.55,82.56
119,301190,善水科技,19.25,7.36,1.32,188634.0,342485933.43,15.45,19.65,16.88,17.4,17.93,2.32,13.18,27.21,2.12,4131752625.0,2754752000.0,0.16,0.05,-18.15,-8.64
120,001229,魅视科技,36.87,7.21,2.48,104223.0,384576765.38,11.78,37.83,33.78,34.52,34.39,1.45,14.13,-282.14,5.39,5288341527.0,2719206928.0,-0.99,-0.62,36.1,19.71
121,000037,深南电A,10.31,7.17,0.69,636088.0,625431874.94,11.33,10.4,9.31,9.36,9.62,1.65,18.77,129.19,3.72,6214482365.0,3494143027.0,0.0,0.59,-10.74,24.97
122,002436,兴森科技,35.01,7.13,2.33,2329248.0,8037761659.92,11.47,35.95,32.2,32.68,32.68,2.01,15.34,793.63,11.26,59505571441.0,53142744389.0,0.09,-0.06,23.41,65.61
123,000426,兴业银锡,31.73,7.12,2.11,1126025.0,3619171209.3,6.72,32.58,30.59,30.6,29.62,2.01,6.34,10.53,5.2,56340921998.0,56327269373.0,0.22,0.09,-22.8,-10.87
124,001280,中国铀业,62.08,7.11,4.12,157685.0,958518826.15,9.66,63.0,57.4,57.83,57.96,2.55,9.08,149.93,7.79,128392727261.0,10784989108.0,-0.02,-0.18,-24.6,2.34
125,600121,郑州煤电,3.94,7.07,0.26,1255755.0,477806292.0,9.78,3.96,3.6,3.6,3.68,1.8,10.31,-6.14,6.52,4800543430.0,4800543430.0,0.0,0.77,-5.74,-5.52
126,601872,招商轮船,15.76,7.07,1.04,1295192.0,2000066145.0,7.27,15.79,14.72,14.73,14.72,1.12,1.6,11.51,2.96,127254726792.0,127254726792.0,0.0,0.19,-8.74,80.53
127,688099,晶晨股份,94.2,7.05,6.2,243896.0,2236033330.0,12.13,96.97,86.3,86.69,88.0,1.19,5.76,57.56,5.29,39876743529.0,39876743529.0,0.03,0.22,9.56,8.24
128,600331,宏达股份,12.3,6.96,0.8,945418.0,1149371938.0,9.65,12.57,11.46,11.5,11.5,1.49,4.65,-241.01,10.43,32491680000.0,24993600000.0,0.0,0.0,-27.35,-3.83
129,002824,和胜股份,23.88,6.94,1.55,226014.0,528063991.94,11.73,24.18,21.56,22.1,22.33,1.22,9.99,75.55,3.26,7430807371.0,5401085984.0,0.08,0.29,-12.4,24.18
130,601233,桐昆股份,22.64,6.94,1.47,541148.0,1201380749.0,9.83,22.88,20.8,21.01,21.17,1.28,2.28,7.1,1.35,53860593734.0,53762579061.0,0.09,0.04,12.3,32.48
131,300643,万通智控,19.93,6.92,1.29,287572.0,576887204.62,10.57,20.88,18.91,19.0,18.64,3.15,12.45,29.2,3.65,4615426350.0,4604912259.0,-0.2,-0.25,16.35,3.69
132,688683,莱尔科技,27.52,6.92,1.78,38552.0,104931197.0,11.07,28.08,25.23,25.23,25.74,1.23,2.39,79.23,3.71,4433411456.0,4433411456.0,0.0,0.62,-36.47,-12.97
133,300483,首华燃气,19.95,6.91,1.29,299398.0,591040465.01,8.2,20.2,18.67,18.89,18.66,1.1,7.78,35.96,2.09,7682899413.0,7677512913.0,0.0,-0.25,-6.12,40.69
134,688052,纳芯微,216.15,6.9,13.96,62021.0,1359758807.0,13.96,229.72,201.5,205.82,202.19,1.51,4.32,-247.24,4.62,35341659139.0,30998124889.0,-0.33,-0.21,21.7,36.65
